Numero de onda	Acido Tereftalico.0.dpt
1408.90833	0.77996
1406.85453	0.77497
1404.80072	0.77699
1402.74692	0.78801
1400.69312	0.80448
1398.63932	0.82313
1396.58552	0.8392
1394.53171	0.85048
1392.47791	0.85689
1390.42411	0.86043
1388.37031	0.86438
1386.3165	0.87027
1384.2627	0.8776
1382.2089	0.88625
1380.1551	0.89642
1378.1013	0.90773
1376.04749	0.91989
1373.99369	0.93213
1371.93989	0.94226
1369.88609	0.95053
1367.83228	0.95841
1365.77848	0.96607
1363.72468	0.97377
1361.67088	0.98001
1359.61708	0.98397
1357.56327	0.98747
1355.50947	0.99091
1353.45567	0.99334
1351.40187	0.99448
1349.34806	0.99419
1347.29426	0.99197
1345.24046	0.98776
1343.18666	0.98215
1341.13286	0.97464
1339.07905	0.96305
1337.02525	0.94842
1334.97145	0.93386
1332.91765	0.92037
1330.86384	0.90868
1328.81004	0.90015
1326.75624	0.89558
1324.70244	0.89332
1322.64864	0.88888
1320.59483	0.87776
1318.54103	0.86071
1316.48723	0.84606
1314.43343	0.83941
1312.37962	0.83546
1310.32582	0.82673
1308.27202	0.81233
1306.21822	0.79575
1304.16442	0.78
1302.11061	0.76576
1300.05681	0.75259
1298.00301	0.73992
1295.94921	0.72695
1293.8954	0.71304
1291.8416	0.6982
1289.7878	0.68285
1287.734	0.66743
1285.6802	0.65298
1283.62639	0.64077
1281.57259	0.6317
1279.51879	0.62663
1277.46499	0.62613
1275.41118	0.63002
1273.35738	0.63712
1271.30358	0.64599
1269.24978	0.65537
1267.19598	0.66433
1265.14217	0.67233
1263.08837	0.67873
1261.03457	0.68334
1258.98077	0.68684
1256.92696	0.69
1254.87316	0.69306
1252.81936	0.69603
1250.76556	0.69927
1248.71176	0.70324
1246.65795	0.70821
1244.60415	0.71405
1242.55035	0.72017
1240.49655	0.72606
1238.44274	0.73166
1236.38894	0.73696
1234.33514	0.74189
1232.28134	0.74661
1230.22754	0.75118
1228.17373	0.75555
1226.11993	0.75979
1224.06613	0.76385
1222.01233	0.76776
1219.95852	0.77168
1217.90472	0.77528
1215.85092	0.77825
1213.79712	0.78062
1211.74332	0.78249
1209.68951	0.78397
1207.63571	0.78548
1205.58191	0.78752
1203.52811	0.7903
1201.4743	0.79377
1199.4205	0.79748
1197.3667	0.80095
1195.3129	0.80414
1193.25909	0.80704
1191.20529	0.80937
1189.15149	0.81101
1187.09769	0.81201
1185.04389	0.81245
1182.99008	0.81282
1180.93628	0.8141
1178.88248	0.8171
1176.82868	0.82153
1174.77487	0.82637
1172.72107	0.83094
1170.66727	0.8354
1168.61347	0.83996
1166.55967	0.84445
1164.50586	0.84867
1162.45206	0.85285
1160.39826	0.85735
1158.34446	0.86197
1156.29065	0.86623
1154.23685	0.87004
1152.18305	0.87346
1150.12925	0.8761
1148.07545	0.87734
1146.02164	0.87625
1143.96784	0.87051
1141.91404	0.8564
1139.86024	0.83221
1137.80643	0.80444
1135.75263	0.78822
1133.69883	0.79291
1131.64503	0.81139
1129.59123	0.8307
1127.53742	0.84424
1125.48362	0.85223
1123.42982	0.85845
1121.37602	0.86267
1119.32221	0.85512
1117.26841	0.82733
1115.21461	0.78703
1113.16081	0.75478
1111.10701	0.74511
1109.0532	0.7548
1106.9994	0.77162
1104.9456	0.78767
1102.8918	0.80091
1100.83799	0.81146
1098.78419	0.82
1096.73039	0.82698
1094.67659	0.83252
1092.62279	0.83671
1090.56898	0.83946
1088.51518	0.84087
1086.46138	0.84139
1084.40758	0.84135
1082.35377	0.84131
1080.29997	0.84199
1078.24617	0.84385
1076.19237	0.84668
1074.13857	0.84968
1072.08476	0.85243
1070.03096	0.85511
1067.97716	0.8579
1065.92336	0.86062
1063.86955	0.86294
1061.81575	0.86481
1059.76195	0.86654
1057.70815	0.86848
1055.65435	0.87059
1053.60054	0.87232
1051.54674	0.87374
1049.49294	0.87541
1047.43914	0.87748
1045.38533	0.87942
1043.33153	0.88096
1041.27773	0.88262
1039.22393	0.88446
1037.17013	0.88653
1035.11632	0.88925
1033.06252	0.89274
1031.00872	0.89713
1028.95492	0.90325
1026.90111	0.91251
1024.84731	0.92072
1022.79351	0.90898
1020.73971	0.87004
1018.68591	0.83586
1016.6321	0.83246
1014.5783	0.84565
1012.5245	0.85617
1010.4707	0.86184
1008.41689	0.8658
1006.36309	0.86858
1004.30929	0.87001
1002.25549	0.86929
1000.20169	0.86404
998.14788	0.85611
996.09408	0.85522
994.04028	0.86363
991.98648	0.87095
989.93267	0.87105
987.87887	0.86575
985.82507	0.86151
983.77127	0.86458
981.71747	0.87184
979.66366	0.87693
977.60986	0.87921
975.55606	0.87962
973.50226	0.87826
971.44845	0.87548
969.39465	0.87122
967.34085	0.86533
965.28705	0.85819
963.23325	0.84994
961.17944	0.84052
959.12564	0.83022
957.07184	0.81927
955.01804	0.80782
952.96423	0.79589
950.91043	0.78348
948.85663	0.77097
946.80283	0.75863
944.74903	0.74624
942.69522	0.73404
940.64142	0.7228
938.58762	0.7125
936.53382	0.70272
934.48001	0.69382
932.42621	0.68621
930.37241	0.67965
928.31861	0.6745
926.26481	0.67135
924.211	0.67005
922.1572	0.6704
920.1034	0.67244
918.0496	0.67612
915.99579	0.68086
913.94199	0.6859
911.88819	0.69138
909.83439	0.698
907.78059	0.70551
905.72678	0.71331
903.67298	0.72225
901.61918	0.73343
899.56538	0.74666
897.51157	0.76198
895.45777	0.78059
893.40397	0.8021
891.35017	0.81796
889.29637	0.81147
887.24256	0.78219
885.18876	0.75176
883.13496	0.72378
881.08116	0.68835
879.02735	0.6588
876.97355	0.65105
874.91975	0.66022
872.86595	0.6754
870.81215	0.69105
868.75834	0.70542
866.70454	0.71843
864.65074	0.73041
862.59694	0.74123
860.54313	0.75096
858.48933	0.75985
856.43553	0.76762
854.38173	0.77419
852.32792	0.77999
850.27412	0.78582
848.22032	0.7922
846.16652	0.79882
844.11272	0.80566
842.05891	0.81287
840.00511	0.81939
837.95131	0.82429
835.89751	0.82823
833.8437	0.83232
831.7899	0.83707
829.7361	0.84275
827.6823	0.84918
825.6285	0.85593
823.57469	0.86291
821.52089	0.86939
819.46709	0.87492
817.41329	0.88037
815.35948	0.8861
813.30568	0.89188
811.25188	0.89818
809.19808	0.90513
807.14428	0.91221
805.09047	0.91979
803.03667	0.92876
800.98287	0.93923
798.92907	0.95036
796.87526	0.96069
794.82146	0.96855
792.76766	0.97026
790.71386	0.95986
788.66006	0.93209
786.60625	0.88688
784.55245	0.83392
782.49865	0.79
780.44485	0.76697
778.39104	0.76423
776.33724	0.7737
774.28344	0.78789
772.22964	0.80318
770.17584	0.81792
768.12203	0.83122
766.06823	0.84386
764.01443	0.85663
761.96063	0.86893
759.90682	0.87995
757.85302	0.88971
755.79922	0.89895
753.74542	0.90829
751.69162	0.91741
749.63781	0.92601
747.58401	0.93423
745.53021	0.94134
743.47641	0.94471
741.4226	0.93696
739.3688	0.90635
737.315	0.85054
735.2612	0.78324
733.2074	0.71887
731.15359	0.66168
729.09979	0.61503
727.04599	0.58618
724.99219	0.57662
722.93838	0.58063
720.88458	0.59267
718.83078	0.60845
716.77698	0.62526
714.72318	0.64253
712.66937	0.65997
710.61557	0.67691
708.56177	0.69312
706.50797	0.70897
704.45416	0.72485
702.40036	0.74004
700.34656	0.75389
698.29276	0.7677
696.23896	0.78148
694.18515	0.79167
692.13135	0.7937
690.07755	0.78829
688.02375	0.78312
685.96994	0.78393
683.91614	0.78956
681.86234	0.79697
679.80854	0.8044
677.75474	0.8112
675.70093	0.81821
673.64713	0.82634
671.59333	0.83421
669.53953	0.84076
667.48572	0.84806
665.43192	0.85483
663.37812	0.85975
661.32432	0.86359
659.27052	0.86667
657.21671	0.8701
655.16291	0.87411
653.10911	0.87782
651.05531	0.88149
649.0015	0.88545
646.9477	0.88941
644.8939	0.89306
642.8401	0.89616
640.7863	0.89924
638.73249	0.90304
636.67869	0.90699
634.62489	0.90996
632.57109	0.9128
630.51728	0.91681
628.46348	0.92111
626.40968	0.92473
624.35588	0.92789
622.30208	0.9313
620.24827	0.93546
618.19447	0.94019
616.14067	0.94461
614.08687	0.94847
612.03306	0.95229
609.97926	0.95598
607.92546	0.9596
605.87166	0.96331
603.81786	0.96683
601.76405	0.97058
599.71025	0.97484
597.65645	0.97889
595.60265	0.9835
593.54884	0.98882
591.49504	0.99319
589.44124	0.99668
587.38744	0.99939
585.33364	1.0
583.27983	0.99919
581.22603	0.99566
579.17223	0.98674
577.11843	0.97131
575.06462	0.95028
573.01082	0.92627
570.95702	0.90227
568.90322	0.88225
566.84942	0.86975
564.79561	0.86263
562.74181	0.85852
560.68801	0.85772
558.63421	0.8593
556.5804	0.86181
554.5266	0.86473
552.4728	0.86843
550.419	0.87342
548.3652	0.87968
546.31139	0.88717
544.25759	0.89502
542.20379	0.9006
540.14999	0.90181
538.09618	0.89577
536.04238	0.87925
533.98858	0.85404
531.93478	0.8256
529.88098	0.79952
527.82717	0.77973
525.77337	0.76789
523.71957	0.7646
521.66577	0.76755
519.61196	0.7731
517.55816	0.77956
515.50436	0.78752
513.45056	0.79696
511.39675	0.80739
509.34295	0.81744
507.28915	0.82364
505.23535	0.82322
503.18155	0.81666
501.12774	0.80872
499.07394	0.80642
497.02014	0.81051
494.96634	0.81763
492.91253	0.82568
490.85873	0.83344
488.80493	0.83946
486.75113	0.84399
484.69733	0.84957
482.64352	0.85671
480.58972	0.86412
478.53592	0.87159
476.48212	0.87818
474.42831	0.88442
472.37451	0.89168
470.32071	0.89742
468.26691	0.90105
466.21311	0.90503
464.1593	0.90837
462.1055	0.90792
460.0517	0.90249
457.9979	0.89108
455.94409	0.87575
453.89029	0.86168
451.83649	0.84675
449.78269	0.83087
447.72889	0.82094
445.67508	0.82331
443.62128	0.83674
441.56748	0.85371
439.51368	0.86896
437.45987	0.88388
435.40607	0.89888
433.35227	0.90987
431.29847	0.91691
429.24467	0.92329
427.19086	0.93003
425.13706	0.93669
423.08326	0.94087
421.02946	0.94324
418.97565	0.95105
416.92185	0.96242
414.86805	0.96828
412.81425	0.96839
410.76045	0.96598
408.70664	0.96774
406.65284	0.97364
404.59904	0.97945
402.54524	0.98491
400.49143	0.99158
398.43763	1.0
KMeans Clustering	2.0
Spectral Clustering	8.0
Agglomerative Clustering	2.0
