Numero de onda	PET.1.dpt
1388.37031	0.97003
1386.3165	0.96982
1384.2627	0.97015
1382.2089	0.97141
1380.1551	0.97309
1378.1013	0.97447
1376.04749	0.97558
1373.99369	0.97661
1371.93989	0.97748
1369.88609	0.97835
1367.83228	0.97969
1365.77848	0.98176
1363.72468	0.98436
1361.67088	0.98652
1359.61708	0.9875
1357.56327	0.98792
1355.50947	0.98787
1353.45567	0.98702
1351.40187	0.98563
1349.34806	0.98427
1347.29426	0.98305
1345.24046	0.98149
1343.18666	0.97956
1341.13286	0.97785
1339.07905	0.97699
1337.02525	0.97748
1334.97145	0.97887
1332.91765	0.98018
1330.86384	0.98064
1328.81004	0.97973
1326.75624	0.9776
1324.70244	0.97511
1322.64864	0.97313
1320.59483	0.97206
1318.54103	0.97193
1316.48723	0.97232
1314.43343	0.97249
1312.37962	0.9717
1310.32582	0.96972
1308.27202	0.96698
1306.21822	0.96404
1304.16442	0.96115
1302.11061	0.95797
1300.05681	0.9541
1298.00301	0.94935
1295.94921	0.94361
1293.8954	0.93717
1291.8416	0.93041
1289.7878	0.92344
1287.734	0.91631
1285.6802	0.90919
1283.62639	0.90235
1281.57259	0.89579
1279.51879	0.88932
1277.46499	0.88294
1275.41118	0.87691
1273.35738	0.8713
1271.30358	0.86591
1269.24978	0.86093
1267.19598	0.85704
1265.14217	0.85444
1263.08837	0.85273
1261.03457	0.85165
1258.98077	0.85109
1256.92696	0.85078
1254.87316	0.85027
1252.81936	0.84929
1250.76556	0.84798
1248.71176	0.84637
1246.65795	0.84459
1244.60415	0.84318
1242.55035	0.84269
1240.49655	0.84328
1238.44274	0.84504
1236.38894	0.84814
1234.33514	0.85276
1232.28134	0.85903
1230.22754	0.86661
1228.17373	0.87477
1226.11993	0.88287
1224.06613	0.89039
1222.01233	0.89728
1219.95852	0.90378
1217.90472	0.90983
1215.85092	0.91513
1213.79712	0.91954
1211.74332	0.92286
1209.68951	0.92506
1207.63571	0.92713
1205.58191	0.93003
1203.52811	0.9339
1201.4743	0.93844
1199.4205	0.94308
1197.3667	0.94747
1195.3129	0.95181
1193.25909	0.95591
1191.20529	0.95922
1189.15149	0.9617
1187.09769	0.9635
1185.04389	0.96448
1182.99008	0.96444
1180.93628	0.96333
1178.88248	0.9615
1176.82868	0.95968
1174.77487	0.95848
1172.72107	0.95842
1170.66727	0.96001
1168.61347	0.96279
1166.55967	0.96556
1164.50586	0.96748
1162.45206	0.96844
1160.39826	0.96872
1158.34446	0.96852
1156.29065	0.96785
1154.23685	0.96687
1152.18305	0.96538
1150.12925	0.96313
1148.07545	0.96049
1146.02164	0.95762
1143.96784	0.95421
1141.91404	0.95026
1139.86024	0.94595
1137.80643	0.94118
1135.75263	0.93558
1133.69883	0.92889
1131.64503	0.92116
1129.59123	0.91265
1127.53742	0.90397
1125.48362	0.89575
1123.42982	0.88827
1121.37602	0.88188
1119.32221	0.87707
1117.26841	0.87446
1115.21461	0.87418
1113.16081	0.8752
1111.10701	0.87569
1109.0532	0.87384
1106.9994	0.86901
1104.9456	0.86252
1102.8918	0.85646
1100.83799	0.85193
1098.78419	0.84904
1096.73039	0.84758
1094.67659	0.84752
1092.62279	0.84871
1090.56898	0.8506
1088.51518	0.85274
1086.46138	0.85514
1084.40758	0.8582
1082.35377	0.86241
1080.29997	0.86803
1078.24617	0.87507
1076.19237	0.88267
1074.13857	0.88974
1072.08476	0.89615
1070.03096	0.90226
1067.97716	0.90798
1065.92336	0.91286
1063.86955	0.91686
1061.81575	0.92038
1059.76195	0.92368
1057.70815	0.92658
1055.65435	0.92856
1053.60054	0.92939
1051.54674	0.92937
1049.49294	0.9289
1047.43914	0.92833
1045.38533	0.92771
1043.33153	0.92724
1041.27773	0.92728
1039.22393	0.92764
1037.17013	0.92801
1035.11632	0.928
1033.06252	0.92733
1031.00872	0.9265
1028.95492	0.92594
1026.90111	0.92443
1024.84731	0.91972
1022.79351	0.90992
1020.73971	0.89546
1018.68591	0.88086
1016.6321	0.87338
1014.5783	0.87763
1012.5245	0.89051
1010.4707	0.90486
1008.41689	0.91644
1006.36309	0.92474
1004.30929	0.93052
1002.25549	0.93443
1000.20169	0.93686
998.14788	0.9381
996.09408	0.93833
994.04028	0.93793
991.98648	0.93755
989.93267	0.93742
987.87887	0.93734
985.82507	0.9376
983.77127	0.93825
981.71747	0.93865
979.66366	0.93874
977.60986	0.93869
975.55606	0.93832
973.50226	0.93763
971.44845	0.93678
969.39465	0.93585
967.34085	0.93503
965.28705	0.93448
963.23325	0.93428
961.17944	0.93442
959.12564	0.93469
957.07184	0.93489
955.01804	0.93522
952.96423	0.93587
950.91043	0.93644
948.85663	0.93645
946.80283	0.93573
944.74903	0.93405
942.69522	0.93171
940.64142	0.92955
938.58762	0.92774
936.53382	0.9263
934.48001	0.92603
932.42621	0.92719
930.37241	0.92932
928.31861	0.93226
926.26481	0.93526
924.211	0.93736
922.1572	0.9384
920.1034	0.93847
918.0496	0.93817
915.99579	0.93873
913.94199	0.94072
911.88819	0.94357
909.83439	0.94624
907.78059	0.94783
905.72678	0.94826
903.67298	0.94823
901.61918	0.94804
899.56538	0.94776
897.51157	0.94785
895.45777	0.94837
893.40397	0.94887
891.35017	0.94904
889.29637	0.94862
887.24256	0.9475
885.18876	0.9452
883.13496	0.94093
881.08116	0.93468
879.02735	0.92727
876.97355	0.91906
874.91975	0.91055
872.86595	0.90497
870.81215	0.90677
868.75834	0.9153
866.70454	0.92507
864.65074	0.93233
862.59694	0.9366
860.54313	0.93905
858.48933	0.94071
856.43553	0.94169
854.38173	0.94215
852.32792	0.94223
850.27412	0.94231
848.22032	0.94277
846.16652	0.943
844.11272	0.94297
842.05891	0.94366
840.00511	0.94495
837.95131	0.94604
835.89751	0.94731
833.8437	0.94892
831.7899	0.95048
829.7361	0.9521
827.6823	0.95346
825.6285	0.95425
823.57469	0.95507
821.52089	0.95587
819.46709	0.95589
817.41329	0.95533
815.35948	0.95486
813.30568	0.95477
811.25188	0.95533
809.19808	0.95618
807.14428	0.9569
805.09047	0.95797
803.03667	0.95906
800.98287	0.95907
798.92907	0.95737
796.87526	0.95419
794.82146	0.95163
792.76766	0.95182
790.71386	0.95446
788.66006	0.95789
786.60625	0.96105
784.55245	0.9639
782.49865	0.96633
780.44485	0.96818
778.39104	0.9695
776.33724	0.9704
774.28344	0.97137
772.22964	0.97259
770.17584	0.97332
768.12203	0.97348
766.06823	0.97361
764.01443	0.97371
761.96063	0.97363
759.90682	0.97332
757.85302	0.97269
755.79922	0.97145
753.74542	0.9697
751.69162	0.96819
749.63781	0.96756
747.58401	0.96783
745.53021	0.96775
743.47641	0.96523
741.4226	0.95855
739.3688	0.94673
737.315	0.93001
735.2612	0.91073
733.2074	0.89174
731.15359	0.87351
729.09979	0.85587
727.04599	0.84092
724.99219	0.83152
722.93838	0.82962
720.88458	0.83565
718.83078	0.84732
716.77698	0.86091
714.72318	0.87404
712.66937	0.88554
710.61557	0.89443
708.56177	0.90058
706.50797	0.90509
704.45416	0.90921
702.40036	0.9136
700.34656	0.91847
698.29276	0.92388
696.23896	0.92889
694.18515	0.93292
692.13135	0.93644
690.07755	0.93937
688.02375	0.94135
685.96994	0.94233
683.91614	0.94244
681.86234	0.94243
679.80854	0.94302
677.75474	0.94414
675.70093	0.9453
673.64713	0.94636
671.59333	0.9471
669.53953	0.94765
667.48572	0.94981
665.43192	0.95289
663.37812	0.95477
661.32432	0.95514
659.27052	0.95446
657.21671	0.95442
655.16291	0.9557
653.10911	0.95692
651.05531	0.95766
649.0015	0.9587
646.9477	0.95952
644.8939	0.95977
642.8401	0.96034
640.7863	0.96152
638.73249	0.96221
636.67869	0.96135
634.62489	0.95924
632.57109	0.95758
630.51728	0.95835
628.46348	0.96094
626.40968	0.96279
624.35588	0.96326
622.30208	0.96379
620.24827	0.96517
618.19447	0.96659
616.14067	0.96755
614.08687	0.96825
612.03306	0.96826
609.97926	0.9677
607.92546	0.9673
605.87166	0.96738
603.81786	0.96773
601.76405	0.96793
599.71025	0.96783
597.65645	0.9674
595.60265	0.96694
593.54884	0.96725
591.49504	0.96768
589.44124	0.96725
587.38744	0.9672
585.33364	0.96796
583.27983	0.96851
581.22603	0.96922
579.17223	0.96986
577.11843	0.96933
575.06462	0.96803
573.01082	0.96726
570.95702	0.96675
568.90322	0.96596
566.84942	0.96589
564.79561	0.96572
562.74181	0.96408
560.68801	0.96313
558.63421	0.96389
556.5804	0.96447
554.5266	0.96457
552.4728	0.96394
550.419	0.96258
548.3652	0.96224
546.31139	0.96268
544.25759	0.96245
542.20379	0.96146
540.14999	0.96005
538.09618	0.95921
536.04238	0.95941
533.98858	0.95925
531.93478	0.95767
529.88098	0.95574
527.82717	0.95431
525.77337	0.95273
523.71957	0.95171
521.66577	0.95163
519.61196	0.95133
517.55816	0.95078
515.50436	0.95002
513.45056	0.94868
511.39675	0.9475
509.34295	0.94596
507.28915	0.94223
505.23535	0.93792
503.18155	0.93536
501.12774	0.9327
499.07394	0.92962
497.02014	0.92863
494.96634	0.93005
492.91253	0.93211
490.85873	0.93364
488.80493	0.93506
486.75113	0.9361
484.69733	0.93623
482.64352	0.9363
480.58972	0.93599
478.53592	0.935
476.48212	0.93469
474.42831	0.93552
472.37451	0.9364
470.32071	0.93606
468.26691	0.93473
466.21311	0.93369
464.1593	0.93374
462.1055	0.93484
460.0517	0.93579
457.9979	0.93541
455.94409	0.93566
453.89029	0.93724
451.83649	0.93642
449.78269	0.93344
447.72889	0.93306
445.67508	0.93482
443.62128	0.93568
441.56748	0.93553
439.51368	0.93334
437.45987	0.93027
435.40607	0.9296
433.35227	0.92887
431.29847	0.92532
429.24467	0.92318
427.19086	0.92479
425.13706	0.92711
423.08326	0.92899
421.02946	0.93136
418.97565	0.93161
416.92185	0.9289
414.86805	0.92987
412.81425	0.93263
410.76045	0.9324
408.70664	0.93136
406.65284	0.9329
404.59904	0.93518
402.54524	0.93388
400.49143	0.93213
398.43763	0.93394
KMeans Clustering	9.0
Spectral Clustering	1.0
Agglomerative Clustering	4.0
