Numero de onda	Polyvinyl chloride.dpt
1390.42411	0.98633
1388.37031	0.98557
1386.3165	0.98403
1384.2627	0.9819
1382.2089	0.98082
1380.1551	0.98069
1378.1013	0.98072
1376.04749	0.98099
1373.99369	0.98133
1371.93989	0.98091
1369.88609	0.98005
1367.83228	0.97922
1365.77848	0.97878
1363.72468	0.97869
1361.67088	0.97755
1359.61708	0.97529
1357.56327	0.97347
1355.50947	0.97228
1353.45567	0.97139
1351.40187	0.97105
1349.34806	0.9711
1347.29426	0.97093
1345.24046	0.96999
1343.18666	0.96799
1341.13286	0.96458
1339.07905	0.95867
1337.02525	0.95115
1334.97145	0.9451
1332.91765	0.94181
1330.86384	0.9406
1328.81004	0.94022
1326.75624	0.94032
1324.70244	0.94135
1322.64864	0.94349
1320.59483	0.94638
1318.54103	0.94945
1316.48723	0.95232
1314.43343	0.955
1312.37962	0.95728
1310.32582	0.95889
1308.27202	0.96015
1306.21822	0.96149
1304.16442	0.96299
1302.11061	0.96454
1300.05681	0.96604
1298.00301	0.96761
1295.94921	0.96926
1293.8954	0.97075
1291.8416	0.9721
1289.7878	0.97326
1287.734	0.97368
1285.6802	0.97303
1283.62639	0.97166
1281.57259	0.96986
1279.51879	0.96776
1277.46499	0.96536
1275.41118	0.96256
1273.35738	0.95914
1271.30358	0.95477
1269.24978	0.9492
1267.19598	0.94274
1265.14217	0.93595
1263.08837	0.9289
1261.03457	0.92149
1258.98077	0.91372
1256.92696	0.90622
1254.87316	0.9005
1252.81936	0.89779
1250.76556	0.89758
1248.71176	0.89808
1246.65795	0.89838
1244.60415	0.89874
1242.55035	0.89933
1240.49655	0.90033
1238.44274	0.90218
1236.38894	0.90497
1234.33514	0.90815
1232.28134	0.91163
1230.22754	0.91612
1228.17373	0.92242
1226.11993	0.93064
1224.06613	0.93951
1222.01233	0.9472
1219.95852	0.95268
1217.90472	0.95584
1215.85092	0.95733
1213.79712	0.95791
1211.74332	0.95798
1209.68951	0.95783
1207.63571	0.95757
1205.58191	0.95709
1203.52811	0.95655
1201.4743	0.95615
1199.4205	0.9559
1197.3667	0.9559
1195.3129	0.95667
1193.25909	0.95829
1191.20529	0.9603
1189.15149	0.96248
1187.09769	0.9649
1185.04389	0.96761
1182.99008	0.97018
1180.93628	0.97224
1178.88248	0.97393
1176.82868	0.97533
1174.77487	0.97636
1172.72107	0.97706
1170.66727	0.97772
1168.61347	0.97857
1166.55967	0.97965
1164.50586	0.981
1162.45206	0.98273
1160.39826	0.98481
1158.34446	0.98682
1156.29065	0.98837
1154.23685	0.9895
1152.18305	0.99032
1150.12925	0.99084
1148.07545	0.99121
1146.02164	0.99136
1143.96784	0.99124
1141.91404	0.99111
1139.86024	0.99108
1137.80643	0.99099
1135.75263	0.99057
1133.69883	0.98971
1131.64503	0.9884
1129.59123	0.98669
1127.53742	0.98489
1125.48362	0.98322
1123.42982	0.98143
1121.37602	0.97945
1119.32221	0.97778
1117.26841	0.97669
1115.21461	0.97566
1113.16081	0.9741
1111.10701	0.97197
1109.0532	0.96953
1106.9994	0.96686
1104.9456	0.96412
1102.8918	0.96165
1100.83799	0.95963
1098.78419	0.9582
1096.73039	0.95737
1094.67659	0.95707
1092.62279	0.9573
1090.56898	0.95756
1088.51518	0.95793
1086.46138	0.95906
1084.40758	0.96061
1082.35377	0.96211
1080.29997	0.96365
1078.24617	0.96522
1076.19237	0.96649
1074.13857	0.96729
1072.08476	0.96782
1070.03096	0.96836
1067.97716	0.96898
1065.92336	0.96976
1063.86955	0.97066
1061.81575	0.97131
1059.76195	0.97176
1057.70815	0.97244
1055.65435	0.97311
1053.60054	0.97316
1051.54674	0.97302
1049.49294	0.97345
1047.43914	0.97409
1045.38533	0.97433
1043.33153	0.97443
1041.27773	0.97467
1039.22393	0.97476
1037.17013	0.97459
1035.11632	0.97465
1033.06252	0.97491
1031.00872	0.97498
1028.95492	0.97508
1026.90111	0.97512
1024.84731	0.97478
1022.79351	0.97433
1020.73971	0.97408
1018.68591	0.97398
1016.6321	0.97376
1014.5783	0.97357
1012.5245	0.97369
1010.4707	0.97386
1008.41689	0.97385
1006.36309	0.97375
1004.30929	0.9735
1002.25549	0.97294
1000.20169	0.97224
998.14788	0.97145
996.09408	0.97033
994.04028	0.96886
991.98648	0.96754
989.93267	0.96644
987.87887	0.96496
985.82507	0.96276
983.77127	0.95998
981.71747	0.95683
979.66366	0.95332
977.60986	0.9493
975.55606	0.94504
973.50226	0.94092
971.44845	0.93715
969.39465	0.93368
967.34085	0.93025
965.28705	0.92726
963.23325	0.92525
961.17944	0.9241
959.12564	0.92358
957.07184	0.9239
955.01804	0.92549
952.96423	0.92824
950.91043	0.9314
948.85663	0.93455
946.80283	0.93754
944.74903	0.94013
942.69522	0.94253
940.64142	0.94503
938.58762	0.94715
936.53382	0.94849
934.48001	0.94968
932.42621	0.951
930.37241	0.95182
928.31861	0.9523
926.26481	0.95288
924.211	0.95339
922.1572	0.95399
920.1034	0.95498
918.0496	0.95625
915.99579	0.9577
913.94199	0.95919
911.88819	0.96084
909.83439	0.96306
907.78059	0.96552
905.72678	0.96729
903.67298	0.96843
901.61918	0.96957
899.56538	0.97042
897.51157	0.97089
895.45777	0.97139
893.40397	0.97196
891.35017	0.97249
889.29637	0.97281
887.24256	0.97282
885.18876	0.97279
883.13496	0.9729
881.08116	0.97315
879.02735	0.97356
876.97355	0.97373
874.91975	0.97349
872.86595	0.97322
870.81215	0.97321
868.75834	0.97363
866.70454	0.97433
864.65074	0.9749
862.59694	0.97504
860.54313	0.97486
858.48933	0.97485
856.43553	0.97491
854.38173	0.9748
852.32792	0.97474
850.27412	0.97485
848.22032	0.97506
846.16652	0.97511
844.11272	0.97486
842.05891	0.97458
840.00511	0.97388
837.95131	0.97266
835.89751	0.97202
833.8437	0.97222
831.7899	0.97294
829.7361	0.97469
827.6823	0.97756
825.6285	0.981
823.57469	0.98446
821.52089	0.98739
819.46709	0.98973
817.41329	0.99139
815.35948	0.99267
813.30568	0.99408
811.25188	0.99544
809.19808	0.99623
807.14428	0.99634
805.09047	0.99647
803.03667	0.99715
800.98287	0.99787
798.92907	0.99806
796.87526	0.99786
794.82146	0.99804
792.76766	0.9989
790.71386	0.99942
788.66006	0.99905
786.60625	0.9988
784.55245	0.9992
782.49865	0.99936
780.44485	0.999
778.39104	0.99917
776.33724	0.99984
774.28344	1.0
772.22964	0.99985
770.17584	0.99958
768.12203	0.99897
766.06823	0.99835
764.01443	0.99825
761.96063	0.9986
759.90682	0.99901
757.85302	0.99906
755.79922	0.99881
753.74542	0.99867
751.69162	0.99864
749.63781	0.99885
747.58401	0.99947
745.53021	1.00007
743.47641	1.00037
741.4226	1.00047
739.3688	1.00032
737.315	0.99974
735.2612	0.99877
733.2074	0.99765
731.15359	0.99623
729.09979	0.99471
727.04599	0.99371
724.99219	0.99295
722.93838	0.99189
720.88458	0.99039
718.83078	0.98831
716.77698	0.98572
714.72318	0.98264
712.66937	0.97895
710.61557	0.97452
708.56177	0.96938
706.50797	0.96419
704.45416	0.95925
702.40036	0.95447
700.34656	0.95003
698.29276	0.94616
696.23896	0.94325
694.18515	0.94162
692.13135	0.94064
690.07755	0.93924
688.02375	0.93763
685.96994	0.93673
683.91614	0.93639
681.86234	0.93633
679.80854	0.93686
677.75474	0.9379
675.70093	0.93927
673.64713	0.94213
671.59333	0.94581
669.53953	0.94845
667.48572	0.9527
665.43192	0.95802
663.37812	0.96077
661.32432	0.96062
659.27052	0.95764
657.21671	0.95279
655.16291	0.94698
653.10911	0.94057
651.05531	0.93419
649.0015	0.92838
646.9477	0.92264
644.8939	0.91607
642.8401	0.90868
640.7863	0.90099
638.73249	0.89373
636.67869	0.8878
634.62489	0.88434
632.57109	0.88444
630.51728	0.88639
628.46348	0.88707
626.40968	0.88546
624.35588	0.88196
622.30208	0.87755
620.24827	0.87303
618.19447	0.86822
616.14067	0.86358
614.08687	0.85964
612.03306	0.85595
609.97926	0.85236
607.92546	0.84946
605.87166	0.84881
603.81786	0.8529
601.76405	0.86328
599.71025	0.87819
597.65645	0.89285
595.60265	0.9055
593.54884	0.91758
591.49504	0.92781
589.44124	0.93458
587.38744	0.93928
585.33364	0.94325
583.27983	0.94745
581.22603	0.95237
579.17223	0.95678
577.11843	0.96031
575.06462	0.96331
573.01082	0.96572
570.95702	0.96735
568.90322	0.96872
566.84942	0.97123
564.79561	0.97308
562.74181	0.97284
560.68801	0.97354
558.63421	0.97582
556.5804	0.97691
554.5266	0.97687
552.4728	0.97687
550.419	0.97718
548.3652	0.9788
546.31139	0.98141
544.25759	0.98268
542.20379	0.9824
540.14999	0.98239
538.09618	0.9825
536.04238	0.9833
533.98858	0.98595
531.93478	0.98831
529.88098	0.98898
527.82717	0.98937
525.77337	0.99029
523.71957	0.9909
521.66577	0.99121
519.61196	0.99144
517.55816	0.99124
515.50436	0.9908
513.45056	0.99049
511.39675	0.99113
509.34295	0.99268
507.28915	0.99329
505.23535	0.99267
503.18155	0.99228
501.12774	0.99197
499.07394	0.99144
497.02014	0.99078
494.96634	0.98993
492.91253	0.98928
490.85873	0.98885
488.80493	0.98825
486.75113	0.98766
484.69733	0.98823
482.64352	0.98998
480.58972	0.99159
478.53592	0.9923
476.48212	0.99254
474.42831	0.99355
472.37451	0.99509
470.32071	0.9952
468.26691	0.99448
466.21311	0.99509
464.1593	0.99679
462.1055	0.99839
460.0517	0.99938
457.9979	0.99913
455.94409	0.99881
453.89029	1.0
451.83649	1.00007
449.78269	0.99807
447.72889	0.99699
445.67508	0.99669
443.62128	0.99619
441.56748	0.99642
439.51368	0.99682
437.45987	0.99649
435.40607	0.99517
433.35227	0.99113
431.29847	0.98495
429.24467	0.98211
427.19086	0.98478
425.13706	0.98898
423.08326	0.99132
421.02946	0.99275
418.97565	0.99507
416.92185	0.99494
414.86805	0.99253
412.81425	0.99178
410.76045	0.99344
408.70664	0.99416
406.65284	0.99166
404.59904	0.98917
402.54524	0.98946
400.49143	0.99398
398.43763	1.0
KMeans Clustering	9.0
Spectral Clustering	1.0
Agglomerative Clustering	4.0
