Numero de onda	Bis2 hidroxiet tereftalato.1.dpt
1406.85453	0.6508
1404.80072	0.68417
1402.74692	0.75304
1400.69312	0.81105
1398.63932	0.84849
1396.58552	0.8636
1394.53171	0.8596
1392.47791	0.85041
1390.42411	0.8476
1388.37031	0.85446
1386.3165	0.86825
1384.2627	0.87938
1382.2089	0.88274
1380.1551	0.87681
1378.1013	0.86036
1376.04749	0.83661
1373.99369	0.81582
1371.93989	0.80871
1369.88609	0.80899
1367.83228	0.80432
1365.77848	0.79504
1363.72468	0.79739
1361.67088	0.82656
1359.61708	0.86754
1357.56327	0.90049
1355.50947	0.92386
1353.45567	0.93946
1351.40187	0.94774
1349.34806	0.94901
1347.29426	0.9444
1345.24046	0.93827
1343.18666	0.93682
1341.13286	0.94262
1339.07905	0.95254
1337.02525	0.96081
1334.97145	0.96473
1332.91765	0.96386
1330.86384	0.95686
1328.81004	0.94241
1326.75624	0.92237
1324.70244	0.90406
1322.64864	0.89569
1320.59483	0.89863
1318.54103	0.90733
1316.48723	0.91541
1314.43343	0.92017
1312.37962	0.92113
1310.32582	0.91783
1308.27202	0.90942
1306.21822	0.89518
1304.16442	0.87695
1302.11061	0.85821
1300.05681	0.84041
1298.00301	0.82244
1295.94921	0.80395
1293.8954	0.78622
1291.8416	0.76872
1289.7878	0.74764
1287.734	0.71905
1285.6802	0.68292
1283.62639	0.64108
1281.57259	0.59378
1279.51879	0.54318
1277.46499	0.49355
1275.41118	0.44549
1273.35738	0.3974
1271.30358	0.35029
1269.24978	0.30726
1267.19598	0.2713
1265.14217	0.24404
1263.08837	0.22562
1261.03457	0.2165
1258.98077	0.21926
1256.92696	0.23542
1254.87316	0.26136
1252.81936	0.28801
1250.76556	0.30429
1248.71176	0.30391
1246.65795	0.2886
1244.60415	0.26654
1242.55035	0.25135
1240.49655	0.25422
1238.44274	0.2744
1236.38894	0.30333
1234.33514	0.33389
1232.28134	0.36479
1230.22754	0.39759
1228.17373	0.43111
1226.11993	0.46196
1224.06613	0.488
1222.01233	0.50964
1219.95852	0.53025
1217.90472	0.5549
1215.85092	0.58647
1213.79712	0.62281
1211.74332	0.65824
1209.68951	0.68768
1207.63571	0.71011
1205.58191	0.72865
1203.52811	0.74779
1201.4743	0.76957
1199.4205	0.79202
1197.3667	0.81408
1195.3129	0.83746
1193.25909	0.8614
1191.20529	0.88292
1189.15149	0.90121
1187.09769	0.91692
1185.04389	0.93046
1182.99008	0.94214
1180.93628	0.95213
1178.88248	0.96025
1176.82868	0.96676
1174.77487	0.97207
1172.72107	0.97605
1170.66727	0.97854
1168.61347	0.97936
1166.55967	0.97813
1164.50586	0.97452
1162.45206	0.96865
1160.39826	0.96097
1158.34446	0.95223
1156.29065	0.94346
1154.23685	0.93574
1152.18305	0.92997
1150.12925	0.92611
1148.07545	0.92197
1146.02164	0.91375
1143.96784	0.89696
1141.91404	0.86664
1139.86024	0.8177
1137.80643	0.74606
1135.75263	0.6512
1133.69883	0.54234
1131.64503	0.43997
1129.59123	0.36285
1127.53742	0.31582
1125.48362	0.29594
1123.42982	0.30235
1121.37602	0.33341
1119.32221	0.38292
1117.26841	0.44183
1115.21461	0.49889
1113.16081	0.54092
1111.10701	0.54951
1109.0532	0.51718
1106.9994	0.48328
1104.9456	0.4907
1102.8918	0.51272
1100.83799	0.50464
1098.78419	0.47557
1096.73039	0.45903
1094.67659	0.46764
1092.62279	0.49291
1090.56898	0.5207
1088.51518	0.54086
1086.46138	0.5477
1084.40758	0.53554
1082.35377	0.50162
1080.29997	0.45233
1078.24617	0.3998
1076.19237	0.3535
1074.13857	0.31985
1072.08476	0.29799
1070.03096	0.27668
1067.97716	0.25209
1065.92336	0.23972
1063.86955	0.25608
1061.81575	0.3003
1059.76195	0.35928
1057.70815	0.42028
1055.65435	0.47642
1053.60054	0.52616
1051.54674	0.57146
1049.49294	0.61407
1047.43914	0.65357
1045.38533	0.68894
1043.33153	0.72011
1041.27773	0.74701
1039.22393	0.76739
1037.17013	0.77396
1035.11632	0.75066
1033.06252	0.6816
1031.00872	0.58183
1028.95492	0.49371
1026.90111	0.43375
1024.84731	0.39345
1022.79351	0.37771
1020.73971	0.3845
1018.68591	0.37656
1016.6321	0.34458
1014.5783	0.34684
1012.5245	0.40592
1010.4707	0.47754
1008.41689	0.53702
1006.36309	0.58908
1004.30929	0.6344
1002.25549	0.67138
1000.20169	0.70155
998.14788	0.72684
996.09408	0.74853
994.04028	0.76707
991.98648	0.78306
989.93267	0.7975
987.87887	0.80932
985.82507	0.81249
983.77127	0.79592
981.71747	0.76659
979.66366	0.75947
977.60986	0.78651
975.55606	0.81933
973.50226	0.83975
971.44845	0.85317
969.39465	0.8653
967.34085	0.87624
965.28705	0.88553
963.23325	0.8936
961.17944	0.90081
959.12564	0.9073
957.07184	0.91324
955.01804	0.91904
952.96423	0.92477
950.91043	0.93014
948.85663	0.93496
946.80283	0.93948
944.74903	0.94361
942.69522	0.94745
940.64142	0.95144
938.58762	0.95557
936.53382	0.95924
934.48001	0.96227
932.42621	0.96525
930.37241	0.96817
928.31861	0.97086
926.26481	0.97337
924.211	0.97584
922.1572	0.97803
920.1034	0.97919
918.0496	0.97829
915.99579	0.97307
913.94199	0.95855
911.88819	0.93265
909.83439	0.90471
907.78059	0.88174
905.72678	0.84975
903.67298	0.78917
901.61918	0.69778
899.56538	0.59396
897.51157	0.51607
895.45777	0.49526
893.40397	0.52188
891.35017	0.57231
889.29637	0.64026
887.24256	0.71646
885.18876	0.78183
883.13496	0.82464
881.08116	0.8375
879.02735	0.80024
876.97355	0.7066
874.91975	0.61958
872.86595	0.60175
870.81215	0.62325
868.75834	0.6439
866.70454	0.68012
864.65074	0.73744
862.59694	0.788
860.54313	0.82252
858.48933	0.85327
856.43553	0.88382
854.38173	0.90957
852.32792	0.92822
850.27412	0.94093
848.22032	0.9502
846.16652	0.95689
844.11272	0.95868
842.05891	0.94881
840.00511	0.91249
837.95131	0.84621
835.89751	0.78457
833.8437	0.74972
831.7899	0.7257
829.7361	0.73259
827.6823	0.79267
825.6285	0.8637
823.57469	0.90733
821.52089	0.92606
819.46709	0.93021
817.41329	0.9312
815.35948	0.93981
813.30568	0.95398
811.25188	0.96524
809.19808	0.97189
807.14428	0.97637
805.09047	0.97927
803.03667	0.98032
800.98287	0.98136
798.92907	0.98326
796.87526	0.98485
794.82146	0.98621
792.76766	0.98807
790.71386	0.98975
788.66006	0.99096
786.60625	0.99272
784.55245	0.99501
782.49865	0.99677
780.44485	0.99778
778.39104	0.99858
776.33724	0.99939
774.28344	1.0
772.22964	1.00059
770.17584	1.00056
768.12203	1.00019
766.06823	0.99961
764.01443	0.99898
761.96063	0.99822
759.90682	0.9972
757.85302	0.99558
755.79922	0.9933
753.74542	0.99068
751.69162	0.98788
749.63781	0.98452
747.58401	0.98004
745.53021	0.97371
743.47641	0.96473
741.4226	0.95099
739.3688	0.92621
737.315	0.87732
735.2612	0.79722
733.2074	0.70546
731.15359	0.61036
729.09979	0.48092
727.04599	0.32624
724.99219	0.22334
722.93838	0.2187
720.88458	0.28804
718.83078	0.38595
716.77698	0.47807
714.72318	0.5498
712.66937	0.60093
710.61557	0.63572
708.56177	0.65911
706.50797	0.67473
704.45416	0.68433
702.40036	0.68863
700.34656	0.68829
698.29276	0.68522
696.23896	0.68157
694.18515	0.67737
692.13135	0.67146
690.07755	0.66283
688.02375	0.65237
685.96994	0.64176
683.91614	0.63139
681.86234	0.62149
679.80854	0.61197
677.75474	0.60227
675.70093	0.5935
673.64713	0.58735
671.59333	0.58371
669.53953	0.58044
667.48572	0.57632
665.43192	0.57465
663.37812	0.57535
661.32432	0.57727
659.27052	0.57963
657.21671	0.58202
655.16291	0.58464
653.10911	0.58739
651.05531	0.59034
649.0015	0.59327
646.9477	0.59581
644.8939	0.59855
642.8401	0.60168
640.7863	0.6044
638.73249	0.60636
636.67869	0.60731
634.62489	0.60703
632.57109	0.60599
630.51728	0.60439
628.46348	0.60263
626.40968	0.60152
624.35588	0.60064
622.30208	0.59983
620.24827	0.59983
618.19447	0.60053
616.14067	0.60237
614.08687	0.60511
612.03306	0.60775
609.97926	0.61126
607.92546	0.6157
605.87166	0.61991
603.81786	0.62401
601.76405	0.62866
599.71025	0.63427
597.65645	0.64028
595.60265	0.6462
593.54884	0.65258
591.49504	0.65932
589.44124	0.66589
587.38744	0.67243
585.33364	0.67888
583.27983	0.68484
581.22603	0.68944
579.17223	0.69276
577.11843	0.69555
575.06462	0.69828
573.01082	0.70206
570.95702	0.70489
568.90322	0.70576
566.84942	0.70818
564.79561	0.71258
562.74181	0.71709
560.68801	0.72243
558.63421	0.72923
556.5804	0.73714
554.5266	0.74582
552.4728	0.75553
550.419	0.76794
548.3652	0.78319
546.31139	0.79914
544.25759	0.81339
542.20379	0.82474
540.14999	0.83176
538.09618	0.82916
536.04238	0.8092
533.98858	0.7663
531.93478	0.70713
529.88098	0.65385
527.82717	0.62539
525.77337	0.62586
523.71957	0.64809
521.66577	0.67765
519.61196	0.70262
517.55816	0.71924
515.50436	0.73371
513.45056	0.75199
511.39675	0.77439
509.34295	0.79786
507.28915	0.81739
505.23535	0.82644
503.18155	0.81423
501.12774	0.77085
499.07394	0.70088
497.02014	0.61251
494.96634	0.52496
492.91253	0.47788
490.85873	0.4914
488.80493	0.54163
486.75113	0.59717
484.69733	0.64563
482.64352	0.68447
480.58972	0.71554
478.53592	0.74048
476.48212	0.75966
474.42831	0.7761
472.37451	0.79154
470.32071	0.79978
468.26691	0.79977
466.21311	0.7993
464.1593	0.80391
462.1055	0.81399
460.0517	0.82785
457.9979	0.84441
455.94409	0.86012
453.89029	0.87326
451.83649	0.88597
449.78269	0.89733
447.72889	0.90845
445.67508	0.92072
443.62128	0.93174
441.56748	0.93843
439.51368	0.94132
437.45987	0.94537
435.40607	0.9501
433.35227	0.94738
431.29847	0.93753
429.24467	0.92761
427.19086	0.91517
425.13706	0.88719
423.08326	0.8413
421.02946	0.80026
418.97565	0.78968
416.92185	0.81629
414.86805	0.85447
412.81425	0.89289
410.76045	0.9245
408.70664	0.94356
406.65284	0.95273
404.59904	0.95772
402.54524	0.96491
400.49143	0.98084
398.43763	1.0
KMeans Clustering	0.0
Spectral Clustering	10.0
Agglomerative Clustering	10.0
