Numero de onda	Policloruro_de_vinilo.dpt
1392.47791	0.95874
1390.42411	0.95748
1388.37031	0.95677
1386.3165	0.95589
1384.2627	0.95499
1382.2089	0.95432
1380.1551	0.95362
1378.1013	0.95312
1376.04749	0.95312
1373.99369	0.95313
1371.93989	0.95284
1369.88609	0.95258
1367.83228	0.95224
1365.77848	0.95157
1363.72468	0.95061
1361.67088	0.94929
1359.61708	0.94797
1357.56327	0.94692
1355.50947	0.94585
1353.45567	0.94497
1351.40187	0.94473
1349.34806	0.94499
1347.29426	0.94534
1345.24046	0.94479
1343.18666	0.94248
1341.13286	0.93823
1339.07905	0.93223
1337.02525	0.92606
1334.97145	0.92148
1332.91765	0.91879
1330.86384	0.91741
1328.81004	0.91673
1326.75624	0.91686
1324.70244	0.91786
1322.64864	0.91956
1320.59483	0.92171
1318.54103	0.92413
1316.48723	0.92674
1314.43343	0.9292
1312.37962	0.93127
1310.32582	0.93281
1308.27202	0.93392
1306.21822	0.93501
1304.16442	0.93616
1302.11061	0.93731
1300.05681	0.93858
1298.00301	0.94011
1295.94921	0.94193
1293.8954	0.94368
1291.8416	0.94486
1289.7878	0.94551
1287.734	0.94577
1285.6802	0.94566
1283.62639	0.94511
1281.57259	0.94392
1279.51879	0.94222
1277.46499	0.94021
1275.41118	0.93763
1273.35738	0.93426
1271.30358	0.93019
1269.24978	0.92559
1267.19598	0.92039
1265.14217	0.91441
1263.08837	0.90788
1261.03457	0.90098
1258.98077	0.89376
1256.92696	0.88689
1254.87316	0.88162
1252.81936	0.87908
1250.76556	0.8788
1248.71176	0.87922
1246.65795	0.87924
1244.60415	0.8788
1242.55035	0.87858
1240.49655	0.8793
1238.44274	0.88114
1236.38894	0.88371
1234.33514	0.88639
1232.28134	0.8891
1230.22754	0.89253
1228.17373	0.89747
1226.11993	0.90423
1224.06613	0.91183
1222.01233	0.91848
1219.95852	0.92309
1217.90472	0.92588
1215.85092	0.92753
1213.79712	0.92819
1211.74332	0.92804
1209.68951	0.92771
1207.63571	0.92747
1205.58191	0.92713
1203.52811	0.92653
1201.4743	0.92598
1199.4205	0.92585
1197.3667	0.92596
1195.3129	0.92641
1193.25909	0.92768
1191.20529	0.92963
1189.15149	0.9315
1187.09769	0.93318
1185.04389	0.93521
1182.99008	0.93756
1180.93628	0.93955
1178.88248	0.94095
1176.82868	0.94211
1174.77487	0.94318
1172.72107	0.94411
1170.66727	0.94455
1168.61347	0.94462
1166.55967	0.9451
1164.50586	0.94659
1162.45206	0.94875
1160.39826	0.95069
1158.34446	0.9521
1156.29065	0.9531
1154.23685	0.95368
1152.18305	0.95399
1150.12925	0.9545
1148.07545	0.95496
1146.02164	0.95491
1143.96784	0.95493
1141.91404	0.95516
1139.86024	0.95515
1137.80643	0.95494
1135.75263	0.9545
1133.69883	0.95361
1131.64503	0.95258
1129.59123	0.95147
1127.53742	0.94981
1125.48362	0.94787
1123.42982	0.94636
1121.37602	0.94505
1119.32221	0.9435
1117.26841	0.94221
1115.21461	0.94134
1113.16081	0.93994
1111.10701	0.93766
1109.0532	0.93529
1106.9994	0.933
1104.9456	0.93029
1102.8918	0.92756
1100.83799	0.92567
1098.78419	0.92489
1096.73039	0.92462
1094.67659	0.92395
1092.62279	0.92325
1090.56898	0.92333
1088.51518	0.92388
1086.46138	0.9245
1084.40758	0.92537
1082.35377	0.92652
1080.29997	0.92779
1078.24617	0.92909
1076.19237	0.93016
1074.13857	0.93083
1072.08476	0.93119
1070.03096	0.93153
1067.97716	0.93189
1065.92336	0.93219
1063.86955	0.93263
1061.81575	0.93328
1059.76195	0.93404
1057.70815	0.93467
1055.65435	0.93492
1053.60054	0.93527
1051.54674	0.93587
1049.49294	0.93581
1047.43914	0.93552
1045.38533	0.93611
1043.33153	0.93672
1041.27773	0.93663
1039.22393	0.93663
1037.17013	0.93703
1035.11632	0.93752
1033.06252	0.93775
1031.00872	0.93739
1028.95492	0.93681
1026.90111	0.93652
1024.84731	0.93674
1022.79351	0.9371
1020.73971	0.93708
1018.68591	0.93693
1016.6321	0.93688
1014.5783	0.93687
1012.5245	0.93687
1010.4707	0.93686
1008.41689	0.93664
1006.36309	0.93622
1004.30929	0.93587
1002.25549	0.9356
1000.20169	0.93502
998.14788	0.93386
996.09408	0.93261
994.04028	0.93169
991.98648	0.93094
989.93267	0.92983
987.87887	0.92828
985.82507	0.92664
983.77127	0.92453
981.71747	0.92173
979.66366	0.91879
977.60986	0.91571
975.55606	0.91204
973.50226	0.90787
971.44845	0.90408
969.39465	0.90093
967.34085	0.89801
965.28705	0.89554
963.23325	0.89393
961.17944	0.8931
959.12564	0.89267
957.07184	0.89249
955.01804	0.89299
952.96423	0.89468
950.91043	0.89741
948.85663	0.90059
946.80283	0.90366
944.74903	0.90613
942.69522	0.90777
940.64142	0.90895
938.58762	0.91007
936.53382	0.91114
934.48001	0.91217
932.42621	0.91307
930.37241	0.9138
928.31861	0.91446
926.26481	0.91511
924.211	0.9157
922.1572	0.91603
920.1034	0.91666
918.0496	0.9184
915.99579	0.92049
913.94199	0.92148
911.88819	0.92183
909.83439	0.92297
907.78059	0.92482
905.72678	0.92658
903.67298	0.92785
901.61918	0.92845
899.56538	0.92887
897.51157	0.92962
895.45777	0.93017
893.40397	0.93033
891.35017	0.93049
889.29637	0.93081
887.24256	0.93108
885.18876	0.93098
883.13496	0.93075
881.08116	0.93079
879.02735	0.93112
876.97355	0.9314
874.91975	0.93137
872.86595	0.93158
870.81215	0.93219
868.75834	0.93263
866.70454	0.93263
864.65074	0.93222
862.59694	0.93195
860.54313	0.93202
858.48933	0.93232
856.43553	0.93268
854.38173	0.9324
852.32792	0.932
850.27412	0.9321
848.22032	0.93198
846.16652	0.93139
844.11272	0.93109
842.05891	0.93117
840.00511	0.9311
837.95131	0.93068
835.89751	0.92984
833.8437	0.92931
831.7899	0.92973
829.7361	0.93087
827.6823	0.93303
825.6285	0.93643
823.57469	0.93978
821.52089	0.94213
819.46709	0.94354
817.41329	0.94458
815.35948	0.94619
813.30568	0.94812
811.25188	0.94952
809.19808	0.94999
807.14428	0.94997
805.09047	0.95027
803.03667	0.95051
800.98287	0.95034
798.92907	0.95064
796.87526	0.95128
794.82146	0.95151
792.76766	0.9516
790.71386	0.95157
788.66006	0.95167
786.60625	0.95239
784.55245	0.95292
782.49865	0.95245
780.44485	0.95175
778.39104	0.95151
776.33724	0.95112
774.28344	0.95065
772.22964	0.95076
770.17584	0.95088
768.12203	0.95066
766.06823	0.95052
764.01443	0.9503
761.96063	0.94956
759.90682	0.94882
757.85302	0.94926
755.79922	0.94994
753.74542	0.94931
751.69162	0.94832
749.63781	0.94825
747.58401	0.94918
745.53021	0.95003
743.47641	0.94989
741.4226	0.94955
739.3688	0.94927
737.315	0.94883
735.2612	0.94867
733.2074	0.94802
731.15359	0.94647
729.09979	0.9452
727.04599	0.94457
724.99219	0.94335
722.93838	0.94088
720.88458	0.93861
718.83078	0.93739
716.77698	0.93565
714.72318	0.93295
712.66937	0.93015
710.61557	0.92725
708.56177	0.92372
706.50797	0.91899
704.45416	0.91344
702.40036	0.90847
700.34656	0.90476
698.29276	0.90177
696.23896	0.899
694.18515	0.8964
692.13135	0.89483
690.07755	0.89445
688.02375	0.8937
685.96994	0.89289
683.91614	0.89273
681.86234	0.89268
679.80854	0.89285
677.75474	0.89368
675.70093	0.89563
673.64713	0.89811
671.59333	0.90008
669.53953	0.90289
667.48572	0.90753
665.43192	0.9097
663.37812	0.90983
661.32432	0.90956
659.27052	0.90835
657.21671	0.90559
655.16291	0.90085
653.10911	0.89415
651.05531	0.88747
649.0015	0.88219
646.9477	0.87727
644.8939	0.8714
642.8401	0.86432
640.7863	0.85659
638.73249	0.8494
636.67869	0.84445
634.62489	0.84238
632.57109	0.84164
630.51728	0.84102
628.46348	0.841
626.40968	0.84146
624.35588	0.84021
622.30208	0.83617
620.24827	0.83107
618.19447	0.8257
616.14067	0.8203
614.08687	0.81565
612.03306	0.81169
609.97926	0.80859
607.92546	0.80688
605.87166	0.80642
603.81786	0.80864
601.76405	0.81617
599.71025	0.82833
597.65645	0.84135
595.60265	0.85325
593.54884	0.86344
591.49504	0.87095
589.44124	0.87675
587.38744	0.88211
585.33364	0.88627
583.27983	0.88904
581.22603	0.8913
579.17223	0.89386
577.11843	0.89626
575.06462	0.89769
573.01082	0.89918
570.95702	0.90013
568.90322	0.9002
566.84942	0.90169
564.79561	0.90358
562.74181	0.90426
560.68801	0.90595
558.63421	0.90919
556.5804	0.91139
554.5266	0.91128
552.4728	0.91008
550.419	0.90913
548.3652	0.90913
546.31139	0.91028
544.25759	0.911
542.20379	0.91042
540.14999	0.91031
538.09618	0.91089
536.04238	0.91152
533.98858	0.91297
531.93478	0.91456
529.88098	0.915
527.82717	0.91528
525.77337	0.91627
523.71957	0.91703
521.66577	0.9168
519.61196	0.91623
517.55816	0.91643
515.50436	0.91619
513.45056	0.91532
511.39675	0.91623
509.34295	0.91845
507.28915	0.91909
505.23535	0.91736
503.18155	0.91537
501.12774	0.91442
499.07394	0.91379
497.02014	0.91354
494.96634	0.914
492.91253	0.91481
490.85873	0.91466
488.80493	0.91189
486.75113	0.90879
484.69733	0.90965
482.64352	0.91255
480.58972	0.91368
478.53592	0.91427
476.48212	0.91491
474.42831	0.91614
472.37451	0.91954
470.32071	0.92141
468.26691	0.91858
466.21311	0.91612
464.1593	0.91854
462.1055	0.92286
460.0517	0.92503
457.9979	0.92382
455.94409	0.92159
453.89029	0.92138
451.83649	0.92133
449.78269	0.91949
447.72889	0.91633
445.67508	0.91556
443.62128	0.91655
441.56748	0.91313
439.51368	0.91109
437.45987	0.91376
435.40607	0.91347
433.35227	0.9088
431.29847	0.90403
429.24467	0.90116
427.19086	0.89876
425.13706	0.89853
423.08326	0.90322
421.02946	0.9069
418.97565	0.90797
416.92185	0.91027
414.86805	0.9087
412.81425	0.90301
410.76045	0.9002
408.70664	0.90164
406.65284	0.90353
404.59904	0.90414
402.54524	0.90241
400.49143	0.90118
398.43763	0.90233
KMeans Clustering	8.0
Spectral Clustering	3.0
Agglomerative Clustering	1.0
