Numero de onda	Poliestireno.1.dpt
1390.42411	1.00899
1388.37031	1.00889
1386.3165	1.0085
1384.2627	1.00747
1382.2089	1.00678
1380.1551	1.00663
1378.1013	1.00673
1376.04749	1.0071
1373.99369	1.00733
1371.93989	1.00687
1369.88609	1.00632
1367.83228	1.00609
1365.77848	1.00643
1363.72468	1.00745
1361.67088	1.00785
1359.61708	1.00714
1357.56327	1.00662
1355.50947	1.0066
1353.45567	1.00664
1351.40187	1.00658
1349.34806	1.00639
1347.29426	1.00625
1345.24046	1.00637
1343.18666	1.00702
1341.13286	1.00834
1339.07905	1.00918
1337.02525	1.00839
1334.97145	1.00709
1332.91765	1.00641
1330.86384	1.00625
1328.81004	1.00623
1326.75624	1.00631
1324.70244	1.00653
1322.64864	1.00677
1320.59483	1.00699
1318.54103	1.00701
1316.48723	1.00679
1314.43343	1.00672
1312.37962	1.00673
1310.32582	1.00653
1308.27202	1.00634
1306.21822	1.00628
1304.16442	1.00625
1302.11061	1.00621
1300.05681	1.00622
1298.00301	1.00633
1295.94921	1.00652
1293.8954	1.00664
1291.8416	1.00672
1289.7878	1.00678
1287.734	1.00669
1285.6802	1.00641
1283.62639	1.00612
1281.57259	1.00606
1279.51879	1.00615
1277.46499	1.00612
1275.41118	1.006
1273.35738	1.00607
1271.30358	1.00628
1269.24978	1.00633
1267.19598	1.00624
1265.14217	1.00628
1263.08837	1.00638
1261.03457	1.00643
1258.98077	1.00658
1256.92696	1.00688
1254.87316	1.00707
1252.81936	1.00706
1250.76556	1.00705
1248.71176	1.00712
1246.65795	1.00721
1244.60415	1.00722
1242.55035	1.00721
1240.49655	1.00736
1238.44274	1.00754
1236.38894	1.0075
1234.33514	1.00727
1232.28134	1.00719
1230.22754	1.00735
1228.17373	1.00751
1226.11993	1.00763
1224.06613	1.00765
1222.01233	1.00749
1219.95852	1.00734
1217.90472	1.00729
1215.85092	1.0073
1213.79712	1.00748
1211.74332	1.00765
1209.68951	1.00743
1207.63571	1.00709
1205.58191	1.00711
1203.52811	1.00718
1201.4743	1.00699
1199.4205	1.00676
1197.3667	1.00651
1195.3129	1.00635
1193.25909	1.00644
1191.20529	1.00655
1189.15149	1.00641
1187.09769	1.00605
1185.04389	1.00569
1182.99008	1.00531
1180.93628	1.00508
1178.88248	1.00538
1176.82868	1.00611
1174.77487	1.00669
1172.72107	1.00687
1170.66727	1.00699
1168.61347	1.0072
1166.55967	1.00729
1164.50586	1.00715
1162.45206	1.00677
1160.39826	1.00613
1158.34446	1.00543
1156.29065	1.00497
1154.23685	1.00502
1152.18305	1.00562
1150.12925	1.00635
1148.07545	1.00694
1146.02164	1.00744
1143.96784	1.00783
1141.91404	1.00807
1139.86024	1.0081
1137.80643	1.00802
1135.75263	1.00795
1133.69883	1.0079
1131.64503	1.00797
1129.59123	1.00813
1127.53742	1.00819
1125.48362	1.00818
1123.42982	1.00817
1121.37602	1.00805
1119.32221	1.00786
1117.26841	1.00809
1115.21461	1.00861
1113.16081	1.00876
1111.10701	1.00856
1109.0532	1.00846
1106.9994	1.00859
1104.9456	1.00893
1102.8918	1.00918
1100.83799	1.00915
1098.78419	1.00917
1096.73039	1.00928
1094.67659	1.00923
1092.62279	1.00914
1090.56898	1.00894
1088.51518	1.00857
1086.46138	1.00824
1084.40758	1.00799
1082.35377	1.00786
1080.29997	1.00783
1078.24617	1.00771
1076.19237	1.00729
1074.13857	1.00661
1072.08476	1.00594
1070.03096	1.00555
1067.97716	1.00569
1065.92336	1.00611
1063.86955	1.00659
1061.81575	1.00716
1059.76195	1.00764
1057.70815	1.00798
1055.65435	1.00823
1053.60054	1.00826
1051.54674	1.00822
1049.49294	1.00844
1047.43914	1.00879
1045.38533	1.00863
1043.33153	1.00811
1041.27773	1.00787
1039.22393	1.00757
1037.17013	1.00657
1035.11632	1.005
1033.06252	1.00337
1031.00872	1.00207
1028.95492	1.0014
1026.90111	1.00152
1024.84731	1.00223
1022.79351	1.00306
1020.73971	1.00404
1018.68591	1.00511
1016.6321	1.00565
1014.5783	1.00573
1012.5245	1.0059
1010.4707	1.00629
1008.41689	1.0066
1006.36309	1.00661
1004.30929	1.00647
1002.25549	1.00647
1000.20169	1.00688
998.14788	1.00747
996.09408	1.00762
994.04028	1.00748
991.98648	1.00747
989.93267	1.0074
987.87887	1.00707
985.82507	1.0068
983.77127	1.00676
981.71747	1.00674
979.66366	1.00678
977.60986	1.00692
975.55606	1.00713
973.50226	1.00733
971.44845	1.00726
969.39465	1.00679
967.34085	1.0062
965.28705	1.00591
963.23325	1.00603
961.17944	1.00624
959.12564	1.00637
957.07184	1.00666
955.01804	1.00716
952.96423	1.00745
950.91043	1.00733
948.85663	1.00713
946.80283	1.00715
944.74903	1.00705
942.69522	1.00697
940.64142	1.00731
938.58762	1.0076
936.53382	1.00752
934.48001	1.00759
932.42621	1.00797
930.37241	1.00818
928.31861	1.00823
926.26481	1.00839
924.211	1.00847
922.1572	1.00833
920.1034	1.00796
918.0496	1.00741
915.99579	1.00675
913.94199	1.00576
911.88819	1.00464
909.83439	1.00407
907.78059	1.00395
905.72678	1.00385
903.67298	1.00407
901.61918	1.00469
899.56538	1.00533
897.51157	1.0059
895.45777	1.00644
893.40397	1.00694
891.35017	1.0074
889.29637	1.00774
887.24256	1.0078
885.18876	1.00781
883.13496	1.00778
881.08116	1.00768
879.02735	1.00783
876.97355	1.00812
874.91975	1.0085
872.86595	1.00861
870.81215	1.00812
868.75834	1.00762
866.70454	1.00775
864.65074	1.00832
862.59694	1.00842
860.54313	1.00808
858.48933	1.00793
856.43553	1.0079
854.38173	1.00776
852.32792	1.00733
850.27412	1.00706
848.22032	1.00736
846.16652	1.0073
844.11272	1.00658
842.05891	1.00629
840.00511	1.00649
837.95131	1.00672
835.89751	1.0074
833.8437	1.00808
831.7899	1.00818
829.7361	1.00839
827.6823	1.00888
825.6285	1.0092
823.57469	1.00941
821.52089	1.00954
819.46709	1.00948
817.41329	1.00919
815.35948	1.00881
813.30568	1.00869
811.25188	1.00889
809.19808	1.00918
807.14428	1.00921
805.09047	1.00888
803.03667	1.00831
800.98287	1.00777
798.92907	1.00766
796.87526	1.00804
794.82146	1.00873
792.76766	1.00908
790.71386	1.00861
788.66006	1.0075
786.60625	1.00645
784.55245	1.00578
782.49865	1.00495
780.44485	1.00399
778.39104	1.00346
776.33724	1.00315
774.28344	1.00231
772.22964	1.00074
770.17584	0.99847
768.12203	0.99561
766.06823	0.99304
764.01443	0.99117
761.96063	0.98938
759.90682	0.98752
757.85302	0.98598
755.79922	0.98494
753.74542	0.98425
751.69162	0.98384
749.63781	0.98405
747.58401	0.98483
745.53021	0.98594
743.47641	0.98768
741.4226	0.99017
739.3688	0.99296
737.315	0.99573
735.2612	0.99827
733.2074	1.00046
731.15359	1.00209
729.09979	1.00334
727.04599	1.00512
724.99219	1.00695
722.93838	1.00764
720.88458	1.00756
718.83078	1.00737
716.77698	1.00708
714.72318	1.0064
712.66937	1.00518
710.61557	1.00289
708.56177	0.99869
706.50797	0.993
704.45416	0.98687
702.40036	0.98019
700.34656	0.97291
698.29276	0.96645
696.23896	0.96243
694.18515	0.96155
692.13135	0.96394
690.07755	0.96854
688.02375	0.9733
685.96994	0.97725
683.91614	0.98064
681.86234	0.98381
679.80854	0.98661
677.75474	0.98867
675.70093	0.98989
673.64713	0.99088
671.59333	0.99168
669.53953	0.99207
667.48572	0.99352
665.43192	0.99555
663.37812	0.99695
661.32432	0.9977
659.27052	0.99753
657.21671	0.99757
655.16291	0.99853
653.10911	0.99944
651.05531	1.0002
649.0015	1.00097
646.9477	1.00145
644.8939	1.00197
642.8401	1.0025
640.7863	1.00282
638.73249	1.0032
636.67869	1.00345
634.62489	1.00349
632.57109	1.00384
630.51728	1.00428
628.46348	1.00409
626.40968	1.0034
624.35588	1.0029
622.30208	1.00307
620.24827	1.00385
618.19447	1.00485
616.14067	1.00548
614.08687	1.00563
612.03306	1.00537
609.97926	1.00486
607.92546	1.00467
605.87166	1.00487
603.81786	1.0049
601.76405	1.00501
599.71025	1.00534
597.65645	1.00468
595.60265	1.00356
593.54884	1.00349
591.49504	1.0035
589.44124	1.00299
587.38744	1.00304
585.33364	1.0037
583.27983	1.00466
581.22603	1.00559
579.17223	1.00545
577.11843	1.00391
575.06462	1.00166
573.01082	0.99975
570.95702	0.99834
568.90322	0.99754
566.84942	0.99808
564.79561	0.99827
562.74181	0.9964
560.68801	0.99473
558.63421	0.9948
556.5804	0.99441
554.5266	0.99313
552.4728	0.99264
550.419	0.99203
548.3652	0.99043
546.31139	0.98952
544.25759	0.98978
542.20379	0.98929
540.14999	0.98749
538.09618	0.986
536.04238	0.98639
533.98858	0.98888
531.93478	0.99157
529.88098	0.99236
527.82717	0.99215
525.77337	0.99328
523.71957	0.99546
521.66577	0.99736
519.61196	0.99837
517.55816	0.99827
515.50436	0.99808
513.45056	0.99809
511.39675	0.99843
509.34295	0.99976
507.28915	1.00089
505.23535	1.00101
503.18155	1.00159
501.12774	1.00242
499.07394	1.0023
497.02014	1.00176
494.96634	1.00233
492.91253	1.00374
490.85873	1.00351
488.80493	1.00269
486.75113	1.00365
484.69733	1.00486
482.64352	1.00491
480.58972	1.00465
478.53592	1.00422
476.48212	1.0032
474.42831	1.00233
472.37451	1.00293
470.32071	1.00441
468.26691	1.00476
466.21311	1.0035
464.1593	1.00164
462.1055	1.00039
460.0517	1.00105
457.9979	1.00333
455.94409	1.00544
453.89029	1.00736
451.83649	1.00752
449.78269	1.0056
447.72889	1.00493
445.67508	1.00557
443.62128	1.00571
441.56748	1.00513
439.51368	1.00398
437.45987	1.00365
435.40607	1.0051
433.35227	1.00464
431.29847	1.0018
429.24467	1.00169
427.19086	1.00439
425.13706	1.00648
423.08326	1.0074
421.02946	1.00841
418.97565	1.00899
416.92185	1.00741
414.86805	1.00576
412.81425	1.00529
410.76045	1.00563
408.70664	1.00644
406.65284	1.00707
404.59904	1.00821
402.54524	1.01094
400.49143	1.0149
398.43763	1.0193
KMeans Clustering	8.0
Spectral Clustering	11.0
Agglomerative Clustering	10.0
