Numero de onda	Teraftalato de polietileno.dpt
1406.85453	0.89298
1404.80072	0.90766
1402.74692	0.92303
1400.69312	0.93321
1398.63932	0.9385
1396.58552	0.94029
1394.53171	0.94033
1392.47791	0.93958
1390.42411	0.93895
1388.37031	0.93895
1386.3165	0.93957
1384.2627	0.94103
1382.2089	0.94357
1380.1551	0.94663
1378.1013	0.94913
1376.04749	0.95082
1373.99369	0.9523
1371.93989	0.95375
1369.88609	0.9554
1367.83228	0.95792
1365.77848	0.9611
1363.72468	0.96447
1361.67088	0.96786
1359.61708	0.97031
1357.56327	0.97103
1355.50947	0.97023
1353.45567	0.96852
1351.40187	0.96632
1349.34806	0.96378
1347.29426	0.96038
1345.24046	0.95559
1343.18666	0.9505
1341.13286	0.94707
1339.07905	0.94697
1337.02525	0.95036
1334.97145	0.955
1332.91765	0.95839
1330.86384	0.9592
1328.81004	0.95761
1326.75624	0.95468
1324.70244	0.95127
1322.64864	0.94824
1320.59483	0.94662
1318.54103	0.94647
1316.48723	0.9469
1314.43343	0.9469
1312.37962	0.94576
1310.32582	0.94312
1308.27202	0.93909
1306.21822	0.9343
1304.16442	0.92942
1302.11061	0.92424
1300.05681	0.91813
1298.00301	0.91068
1295.94921	0.90164
1293.8954	0.89132
1291.8416	0.88054
1289.7878	0.86963
1287.734	0.85826
1285.6802	0.84661
1283.62639	0.83545
1281.57259	0.82478
1279.51879	0.81416
1277.46499	0.80395
1275.41118	0.79454
1273.35738	0.78544
1271.30358	0.77613
1269.24978	0.76708
1267.19598	0.75938
1265.14217	0.75359
1263.08837	0.74962
1261.03457	0.74708
1258.98077	0.74541
1256.92696	0.74389
1254.87316	0.74195
1252.81936	0.73958
1250.76556	0.73689
1248.71176	0.7337
1246.65795	0.73019
1244.60415	0.727
1242.55035	0.72474
1240.49655	0.72441
1238.44274	0.72676
1236.38894	0.73161
1234.33514	0.73892
1232.28134	0.74881
1230.22754	0.76064
1228.17373	0.77339
1226.11993	0.78641
1224.06613	0.79921
1222.01233	0.81132
1219.95852	0.82248
1217.90472	0.83249
1215.85092	0.84123
1213.79712	0.84869
1211.74332	0.85465
1209.68951	0.85883
1207.63571	0.86247
1205.58191	0.86756
1203.52811	0.87469
1201.4743	0.88317
1199.4205	0.89205
1197.3667	0.90053
1195.3129	0.90818
1193.25909	0.91489
1191.20529	0.92038
1189.15149	0.92448
1187.09769	0.92758
1185.04389	0.92956
1182.99008	0.92962
1180.93628	0.9279
1178.88248	0.92553
1176.82868	0.92348
1174.77487	0.9224
1172.72107	0.92293
1170.66727	0.92598
1168.61347	0.93131
1166.55967	0.93669
1164.50586	0.94028
1162.45206	0.94221
1160.39826	0.94299
1158.34446	0.94268
1156.29065	0.94143
1154.23685	0.93918
1152.18305	0.93608
1150.12925	0.93245
1148.07545	0.92806
1146.02164	0.92292
1143.96784	0.91722
1141.91404	0.91073
1139.86024	0.90338
1137.80643	0.89507
1135.75263	0.88506
1133.69883	0.873
1131.64503	0.85958
1129.59123	0.84568
1127.53742	0.83178
1125.48362	0.81823
1123.42982	0.80581
1121.37602	0.79513
1119.32221	0.78658
1117.26841	0.78144
1115.21461	0.78044
1113.16081	0.78198
1111.10701	0.78292
1109.0532	0.78
1106.9994	0.77191
1104.9456	0.76044
1102.8918	0.74874
1100.83799	0.73956
1098.78419	0.73391
1096.73039	0.73129
1094.67659	0.73091
1092.62279	0.7322
1090.56898	0.73462
1088.51518	0.73764
1086.46138	0.74104
1084.40758	0.7455
1082.35377	0.75219
1080.29997	0.76151
1078.24617	0.77312
1076.19237	0.78594
1074.13857	0.79845
1072.08476	0.80975
1070.03096	0.81964
1067.97716	0.82827
1065.92336	0.83633
1063.86955	0.84401
1061.81575	0.85047
1059.76195	0.85555
1057.70815	0.85966
1055.65435	0.86274
1053.60054	0.86448
1051.54674	0.86476
1049.49294	0.86409
1047.43914	0.86317
1045.38533	0.86239
1043.33153	0.86189
1041.27773	0.86183
1039.22393	0.86264
1037.17013	0.86392
1035.11632	0.86448
1033.06252	0.86418
1031.00872	0.86334
1028.95492	0.86185
1026.90111	0.85869
1024.84731	0.85076
1022.79351	0.83467
1020.73971	0.81125
1018.68591	0.78776
1016.6321	0.77569
1014.5783	0.78195
1012.5245	0.80172
1010.4707	0.82421
1008.41689	0.84267
1006.36309	0.85577
1004.30929	0.8646
1002.25549	0.87101
1000.20169	0.8759
998.14788	0.87884
996.09408	0.87982
994.04028	0.87992
991.98648	0.88002
989.93267	0.8799
987.87887	0.87979
985.82507	0.8802
983.77127	0.88077
981.71747	0.88126
979.66366	0.88171
977.60986	0.88166
975.55606	0.88079
973.50226	0.8794
971.44845	0.87806
969.39465	0.87711
967.34085	0.87645
965.28705	0.87613
963.23325	0.87621
961.17944	0.87656
959.12564	0.87716
957.07184	0.87776
955.01804	0.87819
952.96423	0.87895
950.91043	0.87985
948.85663	0.8801
946.80283	0.87921
944.74903	0.87668
942.69522	0.8731
940.64142	0.86965
938.58762	0.86697
936.53382	0.86567
934.48001	0.86608
932.42621	0.86807
930.37241	0.87164
928.31861	0.87628
926.26481	0.88082
924.211	0.88416
922.1572	0.88547
920.1034	0.88496
918.0496	0.88421
915.99579	0.88525
913.94199	0.88872
911.88819	0.89304
909.83439	0.89666
907.78059	0.89912
905.72678	0.90018
903.67298	0.90034
901.61918	0.90076
899.56538	0.90152
897.51157	0.90214
895.45777	0.90295
893.40397	0.90383
891.35017	0.90399
889.29637	0.90312
887.24256	0.90127
885.18876	0.8978
883.13496	0.89169
881.08116	0.88283
879.02735	0.87142
876.97355	0.85751
874.91975	0.84229
872.86595	0.83157
870.81215	0.83357
868.75834	0.84726
866.70454	0.86281
864.65074	0.87388
862.59694	0.88027
860.54313	0.88392
858.48933	0.88657
856.43553	0.8884
854.38173	0.88925
852.32792	0.88972
850.27412	0.88993
848.22032	0.89016
846.16652	0.89083
844.11272	0.89166
842.05891	0.89264
840.00511	0.894
837.95131	0.8963
835.89751	0.89973
833.8437	0.90289
831.7899	0.90513
829.7361	0.90721
827.6823	0.90918
825.6285	0.91059
823.57469	0.9113
821.52089	0.91155
819.46709	0.9117
817.41329	0.91154
815.35948	0.91104
813.30568	0.91086
811.25188	0.91131
809.19808	0.91252
807.14428	0.9146
805.09047	0.91665
803.03667	0.91781
800.98287	0.91773
798.92907	0.91491
796.87526	0.90919
794.82146	0.90473
792.76766	0.9052
790.71386	0.90942
788.66006	0.91488
786.60625	0.92043
784.55245	0.92529
782.49865	0.92922
780.44485	0.93232
778.39104	0.9349
776.33724	0.9375
774.28344	0.93982
772.22964	0.94109
770.17584	0.94178
768.12203	0.94294
766.06823	0.94433
764.01443	0.94533
761.96063	0.94572
759.90682	0.94583
757.85302	0.94592
755.79922	0.94504
753.74542	0.94298
751.69162	0.94118
749.63781	0.94077
747.58401	0.94113
745.53021	0.94045
743.47641	0.93577
741.4226	0.92442
739.3688	0.90578
737.315	0.88064
735.2612	0.85165
733.2074	0.82199
731.15359	0.79282
729.09979	0.76374
727.04599	0.73573
724.99219	0.71472
722.93838	0.7077
720.88458	0.71511
718.83078	0.73135
716.77698	0.75093
714.72318	0.77126
712.66937	0.79009
710.61557	0.80455
708.56177	0.81402
706.50797	0.82069
704.45416	0.82723
702.40036	0.83513
700.34656	0.84434
698.29276	0.8537
696.23896	0.86149
694.18515	0.86703
692.13135	0.87158
690.07755	0.87598
688.02375	0.87914
685.96994	0.88133
683.91614	0.88387
681.86234	0.88607
679.80854	0.88736
677.75474	0.88892
675.70093	0.89149
673.64713	0.8941
671.59333	0.89617
669.53953	0.89867
667.48572	0.90094
665.43192	0.90206
663.37812	0.90356
661.32432	0.90481
659.27052	0.90496
657.21671	0.90525
655.16291	0.90706
653.10911	0.90946
651.05531	0.91047
649.0015	0.91013
646.9477	0.91008
644.8939	0.91107
642.8401	0.91258
640.7863	0.91353
638.73249	0.91392
636.67869	0.91374
634.62489	0.91155
632.57109	0.90896
630.51728	0.90949
628.46348	0.91231
626.40968	0.91487
624.35588	0.91659
622.30208	0.9173
620.24827	0.91773
618.19447	0.91819
616.14067	0.91876
614.08687	0.92032
612.03306	0.9221
609.97926	0.92308
607.92546	0.92374
605.87166	0.92412
603.81786	0.92326
601.76405	0.92244
599.71025	0.92299
597.65645	0.92385
595.60265	0.92478
593.54884	0.92536
591.49504	0.92547
589.44124	0.92658
587.38744	0.92716
585.33364	0.92525
583.27983	0.92332
581.22603	0.92361
579.17223	0.92464
577.11843	0.92486
575.06462	0.92454
573.01082	0.92421
570.95702	0.92393
568.90322	0.92351
566.84942	0.92328
564.79561	0.92454
562.74181	0.92616
560.68801	0.92533
558.63421	0.92264
556.5804	0.9207
554.5266	0.91984
552.4728	0.91885
550.419	0.91774
548.3652	0.91713
546.31139	0.9174
544.25759	0.91791
542.20379	0.91673
540.14999	0.91451
538.09618	0.9132
536.04238	0.91219
533.98858	0.91091
531.93478	0.90938
529.88098	0.90671
527.82717	0.90375
525.77337	0.90244
523.71957	0.90305
521.66577	0.90349
519.61196	0.90177
517.55816	0.90024
515.50436	0.90017
513.45056	0.89843
511.39675	0.89465
509.34295	0.89064
507.28915	0.88681
505.23535	0.8813
503.18155	0.87384
501.12774	0.86849
499.07394	0.86696
497.02014	0.8677
494.96634	0.87022
492.91253	0.87285
490.85873	0.87384
488.80493	0.87439
486.75113	0.87669
484.69733	0.87966
482.64352	0.88149
480.58972	0.88316
478.53592	0.88466
476.48212	0.88431
474.42831	0.88168
472.37451	0.87882
470.32071	0.87749
468.26691	0.87698
466.21311	0.87668
464.1593	0.87623
462.1055	0.87548
460.0517	0.87468
457.9979	0.87416
455.94409	0.87345
453.89029	0.87297
451.83649	0.87459
449.78269	0.87728
447.72889	0.87658
445.67508	0.87105
443.62128	0.86652
441.56748	0.86715
439.51368	0.86797
437.45987	0.86532
435.40607	0.86172
433.35227	0.86113
431.29847	0.86547
429.24467	0.8687
427.19086	0.86673
425.13706	0.86591
423.08326	0.86678
421.02946	0.8652
418.97565	0.86231
416.92185	0.86087
414.86805	0.86216
412.81425	0.86449
410.76045	0.8651
408.70664	0.86366
406.65284	0.86303
404.59904	0.86509
402.54524	0.86877
400.49143	0.87094
398.43763	0.86798
KMeans Clustering	6.0
Spectral Clustering	9.0
Agglomerative Clustering	4.0
