Numero de onda	pet_siama.dpt
1388.37031	0.87443
1386.3165	0.87471
1384.2627	0.87574
1382.2089	0.87784
1380.1551	0.88028
1378.1013	0.88244
1376.04749	0.88433
1373.99369	0.88601
1371.93989	0.88758
1369.88609	0.88953
1367.83228	0.89221
1365.77848	0.89547
1363.72468	0.89898
1361.67088	0.90217
1359.61708	0.90453
1357.56327	0.90616
1355.50947	0.90699
1353.45567	0.90679
1351.40187	0.90565
1349.34806	0.90391
1347.29426	0.90148
1345.24046	0.89767
1343.18666	0.8925
1341.13286	0.88746
1339.07905	0.88515
1337.02525	0.88756
1334.97145	0.89332
1332.91765	0.89921
1330.86384	0.90266
1328.81004	0.9031
1326.75624	0.90129
1324.70244	0.89839
1322.64864	0.89582
1320.59483	0.8946
1318.54103	0.89496
1316.48723	0.89617
1314.43343	0.89699
1312.37962	0.89653
1310.32582	0.89466
1308.27202	0.89158
1306.21822	0.88751
1304.16442	0.88279
1302.11061	0.87748
1300.05681	0.8711
1298.00301	0.86304
1295.94921	0.85319
1293.8954	0.84187
1291.8416	0.82929
1289.7878	0.81561
1287.734	0.80121
1285.6802	0.78659
1283.62639	0.77162
1281.57259	0.75607
1279.51879	0.74024
1277.46499	0.7243
1275.41118	0.7082
1273.35738	0.69202
1271.30358	0.67612
1269.24978	0.66179
1267.19598	0.65056
1265.14217	0.64317
1263.08837	0.63941
1261.03457	0.63828
1258.98077	0.63841
1256.92696	0.63834
1254.87316	0.63683
1252.81936	0.63319
1250.76556	0.62712
1248.71176	0.61918
1246.65795	0.61104
1244.60415	0.60483
1242.55035	0.60219
1240.49655	0.60406
1238.44274	0.61077
1236.38894	0.62191
1234.33514	0.63625
1232.28134	0.65226
1230.22754	0.66869
1228.17373	0.68453
1226.11993	0.69898
1224.06613	0.71182
1222.01233	0.72321
1219.95852	0.73334
1217.90472	0.74215
1215.85092	0.7498
1213.79712	0.75646
1211.74332	0.76163
1209.68951	0.76508
1207.63571	0.76774
1205.58191	0.77103
1203.52811	0.77563
1201.4743	0.78132
1199.4205	0.78756
1197.3667	0.79393
1195.3129	0.79999
1193.25909	0.80535
1191.20529	0.80995
1189.15149	0.814
1187.09769	0.81738
1185.04389	0.81974
1182.99008	0.82098
1180.93628	0.82113
1178.88248	0.82033
1176.82868	0.81896
1174.77487	0.81778
1172.72107	0.81773
1170.66727	0.81929
1168.61347	0.82241
1166.55967	0.82637
1164.50586	0.82995
1162.45206	0.83256
1160.39826	0.83437
1158.34446	0.83542
1156.29065	0.83582
1154.23685	0.83566
1152.18305	0.83465
1150.12925	0.83275
1148.07545	0.83019
1146.02164	0.82705
1143.96784	0.8233
1141.91404	0.81871
1139.86024	0.81294
1137.80643	0.80549
1135.75263	0.79581
1133.69883	0.78338
1131.64503	0.76804
1129.59123	0.75042
1127.53742	0.73154
1125.48362	0.71257
1123.42982	0.69494
1121.37602	0.67974
1119.32221	0.66788
1117.26841	0.66073
1115.21461	0.65944
1113.16081	0.66287
1111.10701	0.66581
1109.0532	0.66157
1106.9994	0.64763
1104.9456	0.62762
1102.8918	0.60799
1100.83799	0.59371
1098.78419	0.58605
1096.73039	0.58376
1094.67659	0.58549
1092.62279	0.59002
1090.56898	0.59566
1088.51518	0.60099
1086.46138	0.60565
1084.40758	0.61046
1082.35377	0.61697
1080.29997	0.62609
1078.24617	0.63716
1076.19237	0.64856
1074.13857	0.65911
1072.08476	0.66848
1070.03096	0.67658
1067.97716	0.68337
1065.92336	0.6892
1063.86955	0.69445
1061.81575	0.69911
1059.76195	0.70306
1057.70815	0.7061
1055.65435	0.70813
1053.60054	0.7094
1051.54674	0.71008
1049.49294	0.70991
1047.43914	0.70907
1045.38533	0.70811
1043.33153	0.7074
1041.27773	0.70718
1039.22393	0.70756
1037.17013	0.70845
1035.11632	0.70951
1033.06252	0.71019
1031.00872	0.71028
1028.95492	0.71001
1026.90111	0.70864
1024.84731	0.70309
1022.79351	0.68907
1020.73971	0.66479
1018.68591	0.63646
1016.6321	0.61881
1014.5783	0.62155
1012.5245	0.63808
1010.4707	0.65623
1008.41689	0.67081
1006.36309	0.68162
1004.30929	0.68936
1002.25549	0.69482
1000.20169	0.69874
998.14788	0.70135
996.09408	0.70276
994.04028	0.70346
991.98648	0.70375
989.93267	0.70377
987.87887	0.70382
985.82507	0.70399
983.77127	0.70417
981.71747	0.70445
979.66366	0.70473
977.60986	0.70461
975.55606	0.70392
973.50226	0.7029
971.44845	0.70163
969.39465	0.70008
967.34085	0.69852
965.28705	0.69713
963.23325	0.69616
961.17944	0.69582
959.12564	0.6959
957.07184	0.69608
955.01804	0.69634
952.96423	0.69688
950.91043	0.69767
948.85663	0.69824
946.80283	0.69809
944.74903	0.69693
942.69522	0.69484
940.64142	0.69216
938.58762	0.68949
936.53382	0.68744
934.48001	0.6865
932.42621	0.68704
930.37241	0.68902
928.31861	0.692
926.26481	0.69519
924.211	0.69806
922.1572	0.70024
920.1034	0.70117
918.0496	0.70098
915.99579	0.70095
913.94199	0.7026
911.88819	0.70592
909.83439	0.70946
907.78059	0.71235
905.72678	0.71432
903.67298	0.71531
901.61918	0.71588
899.56538	0.71668
897.51157	0.71795
895.45777	0.71954
893.40397	0.72135
891.35017	0.72349
889.29637	0.72552
887.24256	0.72669
885.18876	0.72633
883.13496	0.72369
881.08116	0.71801
879.02735	0.7085
876.97355	0.69456
874.91975	0.67793
872.86595	0.66609
870.81215	0.66775
868.75834	0.6812
866.70454	0.69695
864.65074	0.70927
862.59694	0.71737
860.54313	0.72278
858.48933	0.72705
856.43553	0.73058
854.38173	0.73366
852.32792	0.73643
850.27412	0.73858
848.22032	0.73998
846.16652	0.74154
844.11272	0.74403
842.05891	0.74718
840.00511	0.75074
837.95131	0.75476
835.89751	0.75901
833.8437	0.76307
831.7899	0.76692
829.7361	0.77055
827.6823	0.77367
825.6285	0.77601
823.57469	0.77759
821.52089	0.77917
819.46709	0.78081
817.41329	0.78162
815.35948	0.78158
813.30568	0.78139
811.25188	0.78181
809.19808	0.78333
807.14428	0.78548
805.09047	0.78692
803.03667	0.78753
800.98287	0.78837
798.92907	0.78806
796.87526	0.78447
794.82146	0.77994
792.76766	0.77822
790.71386	0.77986
788.66006	0.78365
786.60625	0.7884
784.55245	0.79315
782.49865	0.79692
780.44485	0.79932
778.39104	0.80131
776.33724	0.80368
774.28344	0.80604
772.22964	0.80776
770.17584	0.80928
768.12203	0.8115
766.06823	0.8141
764.01443	0.81626
761.96063	0.81796
759.90682	0.81949
757.85302	0.82058
755.79922	0.82119
753.74542	0.82175
751.69162	0.82278
749.63781	0.82471
747.58401	0.82711
745.53021	0.82919
743.47641	0.8293
741.4226	0.82326
739.3688	0.80584
737.315	0.77476
735.2612	0.7331
733.2074	0.68677
731.15359	0.639
729.09979	0.59048
727.04599	0.54718
724.99219	0.52181
722.93838	0.52144
720.88458	0.54117
718.83078	0.57002
716.77698	0.59815
714.72318	0.62218
712.66937	0.64149
710.61557	0.65629
708.56177	0.66744
706.50797	0.67578
704.45416	0.68298
702.40036	0.6908
700.34656	0.69953
698.29276	0.70811
696.23896	0.71535
694.18515	0.72071
692.13135	0.72509
690.07755	0.72968
688.02375	0.73409
685.96994	0.73755
683.91614	0.74015
681.86234	0.7418
679.80854	0.74236
677.75474	0.74341
675.70093	0.74626
673.64713	0.74953
671.59333	0.75211
669.53953	0.75444
667.48572	0.75717
665.43192	0.75901
663.37812	0.75984
661.32432	0.76064
659.27052	0.76227
657.21671	0.7639
655.16291	0.76508
653.10911	0.76732
651.05531	0.77028
649.0015	0.77196
646.9477	0.77273
644.8939	0.77449
642.8401	0.77618
640.7863	0.77646
638.73249	0.77695
636.67869	0.77788
634.62489	0.777
632.57109	0.77472
630.51728	0.77446
628.46348	0.77711
626.40968	0.78009
624.35588	0.78107
622.30208	0.78127
620.24827	0.78252
618.19447	0.78413
616.14067	0.78534
614.08687	0.78654
612.03306	0.78754
609.97926	0.78768
607.92546	0.78757
605.87166	0.78773
603.81786	0.78776
601.76405	0.78789
599.71025	0.78806
597.65645	0.78798
595.60265	0.78797
593.54884	0.78845
591.49504	0.78946
589.44124	0.79076
587.38744	0.79174
585.33364	0.79179
583.27983	0.79162
581.22603	0.79196
579.17223	0.79204
577.11843	0.79124
575.06462	0.79033
573.01082	0.79023
570.95702	0.79035
568.90322	0.79075
566.84942	0.79192
564.79561	0.79184
562.74181	0.79028
560.68801	0.78925
558.63421	0.78836
556.5804	0.78722
554.5266	0.78614
552.4728	0.7843
550.419	0.78197
548.3652	0.78035
546.31139	0.77922
544.25759	0.77761
542.20379	0.77486
540.14999	0.77194
538.09618	0.77055
536.04238	0.769
533.98858	0.76559
531.93478	0.76239
529.88098	0.76028
527.82717	0.75745
525.77337	0.7533
523.71957	0.74936
521.66577	0.74637
519.61196	0.74354
517.55816	0.73983
515.50436	0.73521
513.45056	0.73097
511.39675	0.72653
509.34295	0.72014
507.28915	0.71206
505.23535	0.70473
503.18155	0.69918
501.12774	0.69356
499.07394	0.68749
497.02014	0.68292
494.96634	0.68002
492.91253	0.67805
490.85873	0.67773
488.80493	0.67815
486.75113	0.67799
484.69733	0.67806
482.64352	0.67816
480.58972	0.67691
478.53592	0.67433
476.48212	0.671
474.42831	0.668
472.37451	0.66635
470.32071	0.66489
468.26691	0.66257
466.21311	0.66023
464.1593	0.65853
462.1055	0.65749
460.0517	0.6576
457.9979	0.65737
455.94409	0.65476
453.89029	0.65174
451.83649	0.64945
449.78269	0.64853
447.72889	0.65081
445.67508	0.65445
443.62128	0.6549
441.56748	0.65082
439.51368	0.64585
437.45987	0.64454
435.40607	0.64601
433.35227	0.64591
431.29847	0.64335
429.24467	0.64077
427.19086	0.64126
425.13706	0.64424
423.08326	0.64703
421.02946	0.64929
418.97565	0.64926
416.92185	0.64699
414.86805	0.64624
412.81425	0.64567
410.76045	0.64502
408.70664	0.64715
406.65284	0.64979
404.59904	0.64796
402.54524	0.64488
400.49143	0.64468
398.43763	0.64535
KMeans Clustering	4.0
Spectral Clustering	4.0
Agglomerative Clustering	0.0
