Numero de onda	poliettilrn_succinato.dpt
3121.79131	0.98555
3119.7375	0.98577
3117.68369	0.98503
3115.62988	0.98427
3113.57607	0.98374
3111.52226	0.98335
3109.46845	0.9832
3107.41464	0.98335
3105.36083	0.98351
3103.30702	0.98332
3101.25321	0.98289
3099.1994	0.98288
3097.14559	0.98338
3095.09177	0.98345
3093.03796	0.98302
3090.98415	0.98294
3088.93034	0.98327
3086.87653	0.98341
3084.82272	0.98334
3082.76891	0.98322
3080.7151	0.98273
3078.66129	0.98221
3076.60748	0.98215
3074.55367	0.98225
3072.49986	0.98217
3070.44605	0.9821
3068.39224	0.98235
3066.33843	0.98247
3064.28462	0.98195
3062.23081	0.9815
3060.177	0.98171
3058.12319	0.98222
3056.06938	0.98246
3054.01557	0.98217
3051.96176	0.98166
3049.90795	0.98126
3047.85414	0.98086
3045.80033	0.98048
3043.74652	0.98017
3041.69271	0.97991
3039.6389	0.98003
3037.58509	0.98031
3035.53128	0.97999
3033.47747	0.97906
3031.42366	0.97803
3029.36985	0.97705
3027.31604	0.97629
3025.26223	0.97575
3023.20842	0.97453
3021.15461	0.97219
3019.1008	0.96964
3017.04699	0.9673
3014.99318	0.96498
3012.93937	0.96271
3010.88556	0.96054
3008.83175	0.95866
3006.77794	0.95725
3004.72413	0.95586
3002.67032	0.9543
3000.61651	0.95346
2998.5627	0.95373
2996.50889	0.95412
2994.45508	0.95377
2992.40127	0.95277
2990.34746	0.95181
2988.29365	0.95135
2986.23984	0.95102
2984.18603	0.95018
2982.13222	0.94841
2980.07841	0.94558
2978.0246	0.94207
2975.97079	0.93821
2973.91698	0.93463
2971.86317	0.93194
2969.80936	0.92983
2967.75555	0.92784
2965.70174	0.92627
2963.64793	0.9256
2961.59412	0.92609
2959.54031	0.92781
2957.4865	0.93015
2955.43269	0.93217
2953.37888	0.93344
2951.32507	0.9342
2949.27126	0.935
2947.21745	0.93571
2945.16364	0.93601
2943.10983	0.9365
2941.05602	0.93754
2939.00221	0.93871
2936.9484	0.9401
2934.89459	0.94203
2932.84078	0.94463
2930.78697	0.94762
2928.73316	0.95009
2926.67935	0.95189
2924.62554	0.95382
2922.57173	0.95641
2920.51792	0.9594
2918.46411	0.96196
2916.4103	0.96394
2914.35649	0.96549
2912.30268	0.96644
2910.24887	0.96701
2908.19506	0.96751
2906.14125	0.96805
2904.08744	0.96847
2902.03363	0.96845
2899.97982	0.96807
2897.92601	0.96752
2895.8722	0.9669
2893.81839	0.96656
2891.76458	0.9664
2889.71077	0.96598
2887.65696	0.9654
2885.60315	0.96518
2883.54934	0.96566
2881.49553	0.96661
2879.44172	0.96785
2877.38791	0.96939
2875.3341	0.97098
2873.28029	0.97244
2871.22648	0.97369
2869.17267	0.97433
2867.11886	0.97441
2865.06505	0.97457
2863.01124	0.97511
2860.95743	0.97576
2858.90362	0.97624
2856.84981	0.97665
2854.796	0.97704
2852.74219	0.9776
2850.68838	0.9784
2848.63457	0.97918
2846.58076	0.97979
2844.52695	0.98002
2842.47314	0.97983
2840.41933	0.97967
2838.36552	0.97977
2836.31171	0.98015
2834.2579	0.98078
2832.20409	0.98115
2830.15028	0.981
2828.09647	0.98089
2826.04266	0.98111
2823.98885	0.98161
2821.93504	0.98187
2819.88123	0.98131
2817.82742	0.98066
2815.77361	0.98064
2813.7198	0.98071
2811.66599	0.9807
2809.61218	0.98094
2807.55837	0.98126
2805.50456	0.98149
2803.45075	0.9817
2801.39693	0.98176
2799.34312	0.98177
2797.28931	0.982
2795.2355	0.98241
2793.18169	0.9827
2791.12788	0.98264
2789.07407	0.98239
2787.02026	0.98229
2784.96645	0.98233
2782.91264	0.9825
2780.85883	0.98307
2778.80502	0.98376
2776.75121	0.98377
2774.6974	0.98334
2772.64359	0.98301
2770.58978	0.98294
2768.53597	0.98351
2766.48216	0.98431
2764.42835	0.98456
2762.37454	0.98436
2760.32073	0.98408
2758.26692	0.98398
2756.21311	0.98426
2754.1593	0.98468
2752.10549	0.98477
2750.05168	0.98448
2747.99787	0.98416
2745.94406	0.98417
2743.89025	0.98442
2741.83644	0.9846
2739.78263	0.98458
2737.72882	0.98447
2735.67501	0.98442
2733.6212	0.98438
2731.56739	0.98417
2729.51358	0.98391
2727.45977	0.98402
2725.40596	0.98421
2723.35215	0.98381
2721.29834	0.98328
2719.24453	0.98337
2717.19072	0.98395
2715.13691	0.98434
2713.0831	0.98423
2711.02929	0.984
2708.97548	0.98384
2706.92167	0.98366
2704.86786	0.98366
2702.81405	0.98383
2700.76024	0.98404
2698.70643	0.98431
2696.65262	0.9844
2694.59881	0.98406
2692.545	0.9838
2690.49119	0.98429
2688.43738	0.98512
2686.38357	0.98551
2684.32976	0.98555
2682.27595	0.98545
2680.22214	0.9853
2678.16833	0.98532
2676.11452	0.98536
2674.06071	0.98537
2672.0069	0.98548
2669.95309	0.98548
2667.89928	0.98516
2665.84547	0.98473
2663.79166	0.98451
2661.73785	0.98463
2659.68404	0.98502
2657.63023	0.98547
2655.57642	0.98554
2653.52261	0.98498
2651.4688	0.98443
2649.41499	0.98435
2647.36118	0.98452
2645.30737	0.9848
2643.25356	0.98491
2641.19975	0.98462
2639.14594	0.98435
2637.09213	0.98447
2635.03832	0.98482
2632.98451	0.98519
2630.9307	0.98514
2628.87689	0.98454
2626.82308	0.98424
2624.76927	0.98449
2622.71546	0.98478
2620.66165	0.98519
2618.60784	0.98546
2616.55403	0.98502
2614.50022	0.98419
2612.44641	0.98365
2610.3926	0.98343
2608.33879	0.98337
2606.28498	0.9838
2604.23117	0.98457
2602.17736	0.9851
2600.12355	0.98551
2598.06974	0.98554
2596.01593	0.98493
2593.96212	0.98478
2591.90831	0.98563
2589.8545	0.98665
2587.80069	0.98669
2585.74688	0.98551
2583.69307	0.98463
2581.63926	0.98496
2579.58545	0.98549
2577.53164	0.98557
2575.47783	0.98522
2573.42402	0.98454
2571.37021	0.98387
2569.3164	0.98381
2567.26259	0.98476
2565.20878	0.98611
2563.15497	0.98651
2561.10116	0.98553
2559.04735	0.98421
2556.99354	0.98363
2554.93973	0.98408
2552.88592	0.98516
2550.83211	0.98604
2548.7783	0.98639
2546.72449	0.98627
2544.67068	0.98576
2542.61687	0.98551
2540.56306	0.98588
2538.50925	0.98647
2536.45544	0.98671
2534.40163	0.98637
2532.34782	0.9858
2530.29401	0.98549
2528.2402	0.98579
2526.18639	0.98654
2524.13258	0.98712
2522.07877	0.98723
2520.02496	0.98739
2517.97115	0.9877
2515.91734	0.98734
2513.86353	0.98675
2511.80972	0.98693
2509.75591	0.9873
2507.7021	0.98711
2505.64828	0.98705
2503.59447	0.9876
2501.54066	0.98788
2499.48685	0.98758
2497.43304	0.9871
2495.37923	0.98646
2493.32542	0.98593
2491.27161	0.98581
2489.2178	0.98568
2487.16399	0.98581
2485.11018	0.98667
2483.05637	0.98772
2481.00256	0.98851
2478.94875	0.98835
2476.89494	0.98695
2474.84113	0.98555
2472.78732	0.98502
2470.73351	0.98523
2468.6797	0.98586
2466.62589	0.98608
2464.57208	0.98566
2462.51827	0.98565
2460.46446	0.98608
2458.41065	0.98646
2456.35684	0.9869
2454.30303	0.98694
2452.24922	0.98605
2450.19541	0.9848
2448.1416	0.98451
2446.08779	0.98536
2444.03398	0.98625
2441.98017	0.98668
2439.92636	0.9868
2437.87255	0.98639
2435.81874	0.98558
2433.76493	0.9853
2431.71112	0.98588
2429.65731	0.98654
2427.6035	0.98677
2425.54969	0.9865
2423.49588	0.98599
2421.44207	0.9855
2419.38826	0.98503
2417.33445	0.98504
2415.28064	0.98587
2413.22683	0.98617
2411.17302	0.98531
2409.11921	0.98457
2407.0654	0.98429
2405.01159	0.9843
2402.95778	0.98466
2400.90397	0.98496
2398.85016	0.98491
2396.79635	0.98468
2394.74254	0.98451
2392.68873	0.98455
2390.63492	0.98481
2388.58111	0.98515
2386.5273	0.9852
2384.47349	0.98436
2382.41968	0.98309
2380.36587	0.98314
2378.31206	0.98429
2376.25825	0.98503
2374.20444	0.98606
2372.15063	0.98733
2370.09682	0.98668
2368.04301	0.985
2365.9892	0.98542
2363.93539	0.98695
2361.88158	0.98682
2359.82777	0.98635
2357.77396	0.98656
2355.72015	0.98637
2353.66634	0.98637
2351.61253	0.98646
2349.55872	0.98628
2347.50491	0.98692
2345.4511	0.9884
2343.39729	0.9883
2341.34348	0.98643
2339.28967	0.98588
2337.23586	0.98643
2335.18205	0.98651
2333.12824	0.98691
2331.07443	0.98745
2329.02062	0.98685
2326.96681	0.98555
2324.913	0.98489
2322.85919	0.98561
2320.80538	0.98734
2318.75157	0.98842
2316.69776	0.98775
2314.64395	0.98692
2312.59014	0.98745
2310.53633	0.98831
2308.48252	0.98857
2306.42871	0.98822
2304.3749	0.98748
2302.32109	0.98715
2300.26728	0.98748
2298.21347	0.98797
2296.15966	0.98828
2294.10585	0.98846
2292.05204	0.98856
2289.99823	0.98831
2287.94442	0.98764
2285.89061	0.98688
2283.8368	0.98681
2281.78299	0.98752
2279.72918	0.98771
2277.67537	0.98728
2275.62156	0.98676
2273.56775	0.98589
2271.51394	0.98573
2269.46013	0.98695
2267.40632	0.98854
2265.35251	0.98967
2263.2987	0.99022
2261.24489	0.99016
2259.19108	0.98939
2257.13727	0.98863
2255.08346	0.98886
2253.02965	0.99009
2250.97584	0.9912
2248.92203	0.99095
2246.86822	0.98975
2244.81441	0.98886
2242.7606	0.98921
2240.70679	0.99065
2238.65298	0.99176
2236.59917	0.99178
2234.54536	0.99155
2232.49155	0.9917
2230.43774	0.99132
2228.38393	0.98931
2226.33012	0.98712
2224.27631	0.98709
2222.2225	0.98817
2220.16869	0.98769
2218.11488	0.98567
2216.06107	0.98425
2214.00726	0.98541
2211.95344	0.98845
2209.89963	0.98951
2207.84582	0.98725
2205.79201	0.98616
2203.7382	0.98759
2201.68439	0.9884
2199.63058	0.98914
2197.57677	0.99021
2195.52296	0.98989
2193.46915	0.98835
2191.41534	0.98703
2189.36153	0.98759
2187.30772	0.98886
2185.25391	0.98872
2183.2001	0.98875
2181.14629	0.99049
2179.09248	0.9924
2177.03867	0.99309
2174.98486	0.99269
2172.93105	0.99254
2170.87724	0.99383
2168.82343	0.99405
2166.76962	0.99059
2164.71581	0.98707
2162.662	0.98721
2160.60819	0.98896
2158.55438	0.99304
2156.50057	0.99944
2154.44676	1.00066
2152.39295	0.99619
2150.33914	0.99186
2148.28533	0.99103
2146.23152	0.99226
2144.17771	0.9926
2142.1239	0.9923
2140.07009	0.99201
2138.01628	0.99166
2135.96247	0.99129
2133.90866	0.99161
2131.85485	0.99247
2129.80104	0.99233
2127.74723	0.99119
2125.69342	0.99018
2123.63961	0.99038
2121.5858	0.99109
2119.53199	0.99073
2117.47818	0.98991
2115.42437	0.98966
2113.37056	0.98957
2111.31675	0.98867
2109.26294	0.98741
2107.20913	0.98708
2105.15532	0.98797
2103.10151	0.98953
2101.0477	0.9902
2098.99389	0.98938
2096.94008	0.98772
2094.88627	0.98674
2092.83246	0.9881
2090.77865	0.98987
2088.72484	0.98984
2086.67103	0.98893
2084.61722	0.98777
2082.56341	0.98609
2080.5096	0.98511
2078.45579	0.98621
2076.40198	0.98822
2074.34817	0.9883
2072.29436	0.98645
2070.24055	0.98559
2068.18674	0.98539
2066.13293	0.98484
2064.07912	0.98628
2062.02531	0.98864
2059.9715	0.98822
2057.91769	0.98598
2055.86388	0.98514
2053.81007	0.98479
2051.75626	0.98364
2049.70245	0.98368
2047.64864	0.98363
2045.59483	0.98045
2043.54102	0.97733
2041.48721	0.97858
2039.4334	0.98187
2037.37959	0.98391
2035.32578	0.9852
2033.27197	0.98671
2031.21816	0.98857
2029.16435	0.98719
2027.11054	0.98262
2025.05673	0.98046
2023.00292	0.98136
2020.94911	0.98299
2018.8953	0.98445
2016.84149	0.98563
2014.78768	0.98711
2012.73387	0.98974
2010.68006	0.99278
2008.62625	0.99367
2006.57244	0.99172
2004.51863	0.98909
2002.46482	0.98753
2000.41101	0.98729
1998.3572	0.98788
1996.30339	0.98895
1994.24958	0.98966
1992.19577	0.9896
1990.14196	0.9894
1988.08815	0.98795
1986.03434	0.98657
1983.98053	0.98872
1981.92672	0.99148
1979.87291	0.99259
1977.8191	0.9953
1975.76529	0.99649
1973.71148	0.99301
1971.65767	0.99039
1969.60386	0.99112
1967.55005	0.99218
1965.49624	0.99084
1963.44243	0.98721
1961.38862	0.98495
1959.33481	0.98549
1957.281	0.98664
1955.22719	0.98822
1953.17338	0.99
1951.11957	0.98974
1949.06576	0.98764
1947.01195	0.9865
1944.95814	0.98706
1942.90433	0.98879
1940.85052	0.99065
1938.79671	0.99062
1936.7429	0.98832
1934.68909	0.98635
1932.63528	0.98655
1930.58147	0.98844
1928.52766	0.99062
1926.47385	0.99118
1924.42004	0.99052
1922.36623	0.98896
1920.31242	0.98655
1918.25861	0.98525
1916.20479	0.98602
1914.15098	0.98773
1912.09717	0.98916
1910.04336	0.9894
1907.98955	0.98816
1905.93574	0.98717
1903.88193	0.98787
1901.82812	0.98936
1899.77431	0.98986
1897.7205	0.98905
1895.66669	0.98819
1893.61288	0.98804
1891.55907	0.98821
1889.50526	0.98875
1887.45145	0.98947
1885.39764	0.98926
1883.34383	0.98859
1881.29002	0.98838
1879.23621	0.98816
1877.1824	0.98837
1875.12859	0.98923
1873.07478	0.98951
1871.02097	0.98937
1868.96716	0.98911
1866.91335	0.98843
1864.85954	0.98789
1862.80573	0.98825
1860.75192	0.98932
1858.69811	0.9895
1856.6443	0.98801
1854.59049	0.98631
1852.53668	0.98599
1850.48287	0.9868
1848.42906	0.98765
1846.37525	0.98797
1844.32144	0.98753
1842.26763	0.98682
1840.21382	0.9865
1838.16001	0.98602
1836.1062	0.98542
1834.05239	0.98545
1831.99858	0.98551
1829.94477	0.98453
1827.89096	0.98317
1825.83715	0.98239
1823.78334	0.9818
1821.72953	0.98147
1819.67572	0.98155
1817.62191	0.98173
1815.5681	0.98127
1813.51429	0.9802
1811.46048	0.979
1809.40667	0.97781
1807.35286	0.97703
1805.29905	0.97697
1803.24524	0.97687
1801.19143	0.97553
1799.13762	0.97348
1797.08381	0.97189
1795.03	0.97098
1792.97619	0.97039
1790.92238	0.96962
1788.86857	0.96847
1786.81476	0.967
1784.76095	0.96504
1782.70714	0.96277
1780.65333	0.96074
1778.59952	0.95882
1776.54571	0.95646
1774.4919	0.95298
1772.43809	0.94802
1770.38428	0.94249
1768.33047	0.93695
1766.27666	0.93029
1764.22285	0.92211
1762.16904	0.90992
1760.11523	0.8931
1758.06142	0.87282
1756.00761	0.84777
1753.9538	0.82117
1751.89999	0.79059
1749.84618	0.74978
1747.79237	0.70218
1745.73856	0.65182
1743.68475	0.60069
1741.63094	0.5588
1739.57713	0.53266
1737.52332	0.51556
1735.46951	0.48622
1733.4157	0.42528
1731.36189	0.36223
1729.30808	0.31378
1727.25427	0.27622
1725.20046	0.25383
1723.14665	0.24685
1721.09284	0.2532
1719.03903	0.27145
1716.98522	0.30227
1714.93141	0.33904
1712.8776	0.3777
1710.82379	0.42154
1708.76998	0.47034
1706.71617	0.52343
1704.66236	0.57533
1702.60855	0.61633
1700.55474	0.6568
1698.50093	0.69456
1696.44712	0.72121
1694.39331	0.74218
1692.3395	0.75368
1690.28569	0.76182
1688.23188	0.77376
1686.17807	0.792
1684.12426	0.82011
1682.07045	0.84457
1680.01664	0.85824
1677.96283	0.86938
1675.90902	0.88101
1673.85521	0.89221
1671.8014	0.90038
1669.74759	0.90697
1667.69378	0.91206
1665.63997	0.91492
1663.58616	0.91733
1661.53235	0.92016
1659.47854	0.92301
1657.42473	0.92541
1655.37092	0.92754
1653.31711	0.93009
1651.2633	0.93238
1649.20949	0.93405
1647.15568	0.93676
1645.10187	0.94028
1643.04806	0.94302
1640.99425	0.94532
1638.94044	0.9474
1636.88663	0.94951
1634.83282	0.9514
1632.77901	0.95276
1630.7252	0.95421
1628.67139	0.95602
1626.61758	0.95801
1624.56377	0.95995
1622.50996	0.96143
1620.45614	0.96235
1618.40233	0.96348
1616.34852	0.96514
1614.29471	0.96656
1612.2409	0.96733
1610.18709	0.96753
1608.13328	0.96771
1606.07947	0.96866
1604.02566	0.96976
1601.97185	0.97038
1599.91804	0.97088
1597.86423	0.97131
1595.81042	0.97139
1593.75661	0.97144
1591.7028	0.97201
1589.64899	0.97295
1587.59518	0.97379
1585.54137	0.9741
1583.48756	0.97402
1581.43375	0.97393
1579.37994	0.97385
1577.32613	0.97404
1575.27232	0.97457
1573.21851	0.97498
1571.1647	0.97527
1569.11089	0.97531
1567.05708	0.9752
1565.00327	0.97543
1562.94946	0.97588
1560.89565	0.97653
1558.84184	0.9774
1556.78803	0.97728
1554.73422	0.97644
1552.68041	0.97576
1550.6266	0.97564
1548.57279	0.97605
1546.51898	0.97677
1544.46517	0.97748
1542.41136	0.9776
1540.35755	0.97711
1538.30374	0.97658
1536.24993	0.9764
1534.19612	0.97651
1532.14231	0.97623
1530.0885	0.97571
1528.03469	0.97552
1525.98088	0.97546
1523.92707	0.9756
1521.87326	0.9761
1519.81945	0.97643
1517.76564	0.97629
1515.71183	0.97571
1513.65802	0.97511
1511.60421	0.9753
1509.5504	0.9765
1507.49659	0.97772
1505.44278	0.97712
1503.38897	0.97605
1501.33516	0.97545
1499.28135	0.97481
1497.22754	0.97428
1495.17373	0.97396
1493.11992	0.97352
1491.06611	0.97272
1489.0123	0.97113
1486.95849	0.96918
1484.90468	0.96779
1482.85087	0.96682
1480.79706	0.96581
1478.74325	0.9645
1476.68944	0.96272
1474.63563	0.96057
1472.58182	0.95741
1470.52801	0.95324
1468.4742	0.94869
1466.42039	0.94191
1464.36658	0.93099
1462.31277	0.91914
1460.25896	0.90865
1458.20515	0.8935
1456.15134	0.86706
1454.09753	0.84158
1452.04372	0.8245
1449.98991	0.82014
1447.9361	0.83257
1445.88229	0.85257
1443.82848	0.86848
1441.77467	0.87853
1439.72086	0.88397
1437.66705	0.88583
1435.61324	0.88286
1433.55943	0.874
1431.50562	0.85508
1429.45181	0.81664
1427.398	0.76208
1425.34419	0.71369
1423.29038	0.69664
1421.23657	0.71291
1419.18276	0.74127
1417.12895	0.76149
1415.07514	0.76906
1413.02133	0.7666
1410.96752	0.75285
1408.91371	0.73277
1406.8599	0.71781
1404.80609	0.71725
1402.75228	0.73089
1400.69847	0.74775
1398.64466	0.75655
1396.59085	0.74811
1394.53704	0.71904
1392.48323	0.67816
1390.42942	0.63722
1388.37561	0.59566
